questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.1.01-111,en,tr,How could a dangerous situation arise?,"A major cause of danger in road traffic is driving too fast. This is especially true for beginners, who then easily lose control of their vehicle. Other road users are often not prepared for an unexpectedly high speed. But driving too slowly can also be a hazard, as risky overtaking manoeuvres and rear-end collisions become more frequent in this case. In addition, stationary vehicles can become a dangerous obstacle. To be seen better by other drivers, it helps to switch on your vehicle's lights even during the day.",Through vehicles at a standstill,Through failure to maintain suitable speed,By having lights turned on during day,,Tehlikeli bir durum nasıl ortaya çıkabilir?,"Tehlikeler; duran araçlardan, uygun hızın seçilmemesinden ve çok hızlı veya çok yavaş sürüşten doğabilir. Gündüz far yakmak ise genellikle görünürlüğü artırır.",Duran araçlar nedeniyle,Uygun hızın korunmaması nedeniyle,Gündüz farların açık olması nedeniyle,
1.1.01-112,en,tr,What could cause the vehicle to leave the road?,"Drivers often drift off the road due to inattention or lack of concentration. Distractions, such as talking on a mobile phone, can also lead to such driving errors. A third cause of leaving the road is fatigue combined with microsleep.",Distraction,Inattention,Tiredness,,Aracın yoldan çıkmasına ne sebep olabilir?,"Dikkatin dağılması, dalgınlık ve yorgunluk aracın yoldan çıkmasına sebep olabilir.",Dikkat dağınıklığı,Dalgınlık,Yorgunluk,
1.1.01-113,en,tr,What is a frequent cause of serious accidents?,"Serious accidents often result: from risky overtaking manoeuvres and rear-end collisions due to unnecessary slow driving, from fatigue and delayed reactions, and from children acting unpredictably and rashly.",Failure to pay attention to other road traffic,Driving too close to the vehicle in front,Failure to adjust speed accordingly,,Ciddi kazaların sık görülen nedeni nedir?,"Ciddi kazalara çoğu zaman dikkatsizlik, öndeki araca çok yakın takip mesafesi ve hızın duruma göre ayarlanmaması sebep olur.",Diğer trafiğe dikkat etmemek,Öndeki araca çok yakın sürmek,Hızı duruma uygun ayarlamamak,
1.1.02-004,en,tr,What should you reckon with when approaching children?,"Children can always behave ill-considered and are therefore exempt from the principle of trust towards other road users. Thus, when children approach you, you must reduce your speed to be ready to brake.",Rash behaviour on the part of the children,Fast and correct reactions of the children,Proper road conduct of the children,,Çocuklara yaklaşırken neyi hesaba katmalısınız?,Çocuklar düşüncesiz ve öngörülemez davranabilir. Bu nedenle onlara yaklaşırken hızınızı azaltmalı ve frenlemeye hazır olmalısınız.,Çocukların düşüncesiz davranışı,Çocukların hızlı ve doğru tepkileri,Çocukların kurallara uygun trafik davranışı,
1.1.02-005,en,tr,What conduct must you expect of children at zebra crossings?,"Children generally do not have the necessary training to always behave according to the rules in road traffic. Therefore, it is quite conceivable that they do not know the meaning of a zebra crossing and enter the road despite approaching vehicles or suddenly run back after crossing.",They will run onto the zebra crossing without paying attention to traffic,They will turn around on the zebra crossing for no apparent reason and run back,They will wait at the curb because they always correctly judge the speed and distance of approaching vehicles,,Yaya geçitlerinde çocuklardan hangi davranışları beklemelisiniz?,Çocuklar trafik kurallarını her zaman doğru değerlendiremeyebilir. Yaya geçidine trafiğe dikkat etmeden çıkabilir veya geçit üzerinde aniden geri dönebilirler.,Trafiğe dikkat etmeden yaya geçidine koşarlar,Belirgin bir sebep olmadan yaya geçidinde geri dönerler,"Kaldırım kenarında beklerler, çünkü yaklaşan araçların hızını ve mesafesini her zaman doğru değerlendirirler",
1.1.02-009-B,en,tr,What must you do?,"If a child suddenly runs across the road without paying attention to the traffic, you should immediately slow down and continue driving ready to brake. Also, make sure that other children follow. It is essential to stay at walking pace to be able to stop completely if necessary.",Brake heavily immediately and remain ready to brake,Continue at the same speed because the children will certainly stop,Proceed at the same speed so as not to obstruct the traffic following behind,,Ne yapmalısınız?,"Bir çocuk aniden yola koşarsa derhal güçlü şekilde frenlemeli, frenlemeye hazır kalmalı ve diğer çocukların da gelebileceğini hesaba katmalısınız.",Derhal güçlü şekilde frenlemek ve frenlemeye hazır kalmak,"Aynı hızla devam etmek, çünkü çocuklar kesinlikle duracaktır",Arkadan gelen trafiği engellememek için aynı hızla devam etmek,
1.1.02-022,en,tr,What do you have to reckon with when children are waiting at traffic lights?,"Due to a lack of life experience as well as insufficient education, children do not always behave according to the rules in road traffic and, for example, get into the lane during a scuffle. Furthermore, you must expect children to suddenly run across the road, even if the traffic lights are still red or the lights of the cross-traffic are just changing.",- will already start running when the traffic lights in my driving direction change from green to amber,- will also start running when the light is red because they cannot wait since it's taking them too long,- will push each other onto the roadway,,Trafik ışığında bekleyen çocuklarda neyi hesaba katmalısınız?,"Çocuklar sabırsız davranabilir, kırmızı ışıkta koşmaya başlayabilir veya birbirlerini yola itebilirler.",- benim yönümdeki ışık yeşilden sarıya döndüğünde koşmaya başlayabilirler,- beklemek onlara uzun geldiği için kırmızı ışıkta da koşmaya başlayabilirler,- birbirlerini yola itebilirler,
1.1.02-023,en,tr,A group of children are cycling on a cycle path that ends. What do you have to reckon with?,"Children in particular, who are generally not overly familiar with traffic rules, tend to make unpredictable manoeuvres. Therefore, especially at the end of a cycle path, you should be aware that the young road users could drive onto the road without warning. Furthermore, it often happens that children ride in groups next to each other and thus partially swerve into your lane.",- will move onto the roadway without paying attention,- will move too far onto the roadway,- will get off their bicycles and wait until the roadway is clear,,"Bir grup çocuk, biten bir bisiklet yolunda bisiklet sürüyor. Neyi hesaba katmalısınız?",Çocuklar bisiklet yolunun sonunda uyarı vermeden yola çıkabilir veya grup halinde giderken şeridinize fazla taşabilirler.,- dikkat etmeden taşıt yoluna çıkabilirler,- taşıt yoluna fazla taşabilirler,- bisikletlerinden inip yol boşalana kadar beklerler,
1.1.02-024-B,en,tr,Which statements are correct?,"If you do not obstruct or endanger the passengers getting on or off the tram, you may pass the stopping tram slowly at walking speed. It is important to note that passengers have absolute priority in this situation and do not have to let moving traffic pass. If necessary, you as the vehicle driver must stop and wait.",You may pass on the right-hand side at walking speed provided that passengers are not obstructed and you are sure no-one is endangered,"If no-one is obstructed or endangered, you may pass on the right-hand side at a speed faster than walking speed",Passengers must allow moving traffic to pass before boarding,,Hangi ifadeler doğrudur?,"Tramvay durakta duruyorsa, yolcuları engellemeden ve tehlikeye atmadan sağdan yürüme hızında geçebilirsiniz. Yolcuların önceliği vardır; gerekirse durup beklemelisiniz.",Yolcular engellenmez ve kimsenin tehlikeye girmediğinden eminseniz sağ taraftan yürüme hızında geçebilirsiniz,Kimse engellenmez veya tehlikeye girmezse sağ taraftan yürüme hızından daha hızlı geçebilirsiniz,Yolcular binmeden önce hareket halindeki trafiğe yol vermelidir,
1.1.02-026-B,en,tr,What must you heed in this situation?,"If a public bus or school bus has its hazard lights on and is still moving, you must not overtake it. If the bus has come to a halt at the stop, you may pass at walking pace and at an appropriate distance. This is necessary in order not to endanger the passengers getting on and off the bus. If you are travelling in the opposite lane, you must also slow down or stop to ensure the safety of the passengers.",- not overtake the bus while it is still moving,- pass the stationary bus at walking speed provided you are sure that passengers are not endangered,- overtake the bus while it is still moving,,Bu durumda nelere dikkat etmelisiniz?,"Kamu otobüsü veya okul otobüsü dörtlüleri açık şekilde hâlâ hareket ediyorsa onu sollayamazsınız. Durakta durmuşsa, yolcuları tehlikeye atmadan yürüme hızında ve yeterli mesafeyle geçebilirsiniz.",- otobüs hâlâ hareket ederken sollamamak,"- duran otobüsü, yolcuların tehlikeye girmediğinden eminseniz yürüme hızında geçmek",- otobüs hâlâ hareket ederken sollamak,
1.1.02-027,en,tr,What do you have to reckon with when elderly persons using walking frames cross the road?,"When elderly people with walking aids cross the road, you have a higher duty of care. The principle of trust is suspended. You must expect these people to stop suddenly or turn around unexpectedly. Older people also take a comparatively long time to cross the road.",They may stop on the road,They may turn round and go back,They will cross the road slowly,,Yürüteç kullanan yaşlı kişiler yoldan geçerken neyi hesaba katmalısınız?,"Yürüteç kullanan yaşlı kişiler yavaş hareket eder, aniden durabilir veya geri dönebilir. Bu nedenle daha fazla özen göstermek gerekir.",Yolda durabilirler,Geri dönüp geri gidebilirler,Yolu yavaş geçerler,
1.1.02-028,en,tr,A person in a wheelchair is travelling along the road although there is a pavement on the right. What do you do?,"Disabled and elderly people sometimes do not behave in a roadworthy manner due to physical limitations. Therefore, please be especially careful and be sure to show consideration. Expect the wheelchair user to suddenly and unexpectedly swerve and drive even further into the lane. In such situations, it is not permitted to use the horn or drive around the person at high speed.",I follow behind the wheelchair until I can overtake it,"I overtake it, leaving plenty of room on the side because the wheelchair may swing out",I honk the horn to indicate that the person is not behaving correctly,,"Tekerlekli sandalyedeki bir kişi, sağda kaldırım olmasına rağmen yolda ilerliyor. Ne yaparsınız?","Fiziksel kısıtlamalar nedeniyle engelli ve yaşlı kişiler trafikte öngörülemeyen şekilde davranabilir. Yeterli yan mesafe bırakmalı, arkasından takip edip güvenli olduğunda geçmelisiniz. Korna çalmak doğru değildir.",Geçebileceğim zamana kadar tekerlekli sandalyenin arkasından giderim,Tekerlekli sandalye yana savrulabileceği için geniş yan mesafe bırakarak geçerim,Kişinin yanlış davrandığını belirtmek için korna çalarım,
1.1.02-029,en,tr,"Having crossed the road, a person in a wheelchair cannot get up the curb and onto the pavement. What do you do?","You should help the person. To do this, you may stop and switch on the hazard warning lights to warn other road users of possible dangers. It is not permitted to honk your horn and drive around the person in this situation. This would frighten and unsettle the wheelchair user.",I stop and switch on the hazard warning lights,I get out of the car and help the person in the wheelchair,I honk the horn and drive around the person,,Yolu geçen tekerlekli sandalyedeki bir kişi kaldırıma çıkamıyor. Ne yaparsınız?,Kişiye yardım etmelisiniz. Bunun için durup dörtlüleri yakarak diğer yol kullanıcılarını uyarabilirsiniz. Korna çalıp yanından geçmek kişiyi korkutabilir.,Durur ve dörtlü ikaz ışıklarını yakarım,Araçtan iner ve tekerlekli sandalyedeki kişiye yardım ederim,Korna çalar ve kişinin yanından geçerim,
1.1.02-032,en,tr,Who has a severe visual handicap?,You must expect a severe visual impairment in the case of persons with the following markings: If a person is wearing a yellow armband with three black dots and/or a white blind person's cane extended diagonally.,The man,The child,The woman,,Kim ciddi görme engeline sahiptir?,"Sarı kollukta üç siyah nokta veya çapraz tutulan beyaz baston, kişinin ciddi görme engelli olabileceğini gösterir.",Erkek,Çocuk,Kadın,
1.1.02-036,en,tr,What do you do?,"Visually impaired pedestrians often wear an armband and have a guide dog with a white driving harness with them. It is not possible to make eye contact with a visually impaired road user. Therefore, you are obliged to show special consideration here. You must stop to allow the pedestrian to cross the road safely.",Stop,Let the man cross the road,Make eye contact with the man,,Ne yaparsınız?,Görme engelli yayalar özel dikkat gerektirir. Göz teması kurmak mümkün değildir. Yayanın güvenle geçmesi için durmalısınız.,Durmak,Erkeğin yolu geçmesine izin vermek,Erkekle göz teması kurmak,
1.1.02-037,en,tr,What must you be aware of?,"Where buses or trams wait at stops, you must always assume that people will suddenly step onto the road. Some passengers run quickly across the street to reach the bus. When passengers get off the bus, they often enter the lane surprisingly without paying attention to the traffic. Because the reversing light is not lit, you as the driver behind you can be sure that the bus will leave the bus stop driving forwards.",Pedestrians crossing the road in front of the bus,People crossing the road from left to right to get to the bus,The bus will reverse suddenly,,Neye dikkat etmelisiniz?,Otobüs veya tramvay duraklarında insanların aniden yola çıkabileceğini her zaman hesaba katmalısınız. Otobüsün geri vites lambası yanmıyorsa otobüsün geri gideceği beklenmez.,Otobüsün önünden yolu geçen yayalar,Otobüse yetişmek için soldan sağa yolu geçen kişiler,Otobüs aniden geri gidecek,
1.1.02-038-M,en,tr,What risks must you be aware of?,"Cyclists do not always behave in a way that is appropriate for traffic. Here, even if the child has previously looked to your left, he or she could ride onto the roadway. To avoid a dangerous situation, you should therefore reduce your speed and be ready to brake.",- proceed onto the road,- continue on the cycle path,- stop moving,,Hangi risklere dikkat etmelisiniz?,Çocuk bisikletçiler her zaman trafik kurallarına uygun davranmayabilir. Çocuk yola çıkabilir; bu nedenle hızınızı azaltmalı ve frenlemeye hazır olmalısınız.,- yola çıkması,- bisiklet yolunda devam etmesi,- durması,
1.1.02-039-M,en,tr,How do you behave?,Reduce speed and watch the two children very closely. Be careful and ready to brake. Stop if the children's behaviour makes this necessary.,watch out for children,be ready to brake,continue driving at the same speed,,Nasıl davranırsınız?,"Hızı azaltın, çocukları dikkatle izleyin ve frenlemeye hazır olun. Çocukların davranışı gerektirirse durun.",çocuklara dikkat etmek,frenlemeye hazır olmak,aynı hızla devam etmek,
1.1.02-040-M,en,tr,What must you be aware of?,"It is always possible that cyclists do not behave in a way that is appropriate for the traffic. A cyclist could turn left or change sides of the road without indicating this with a hand signal. If there are two cyclists, it is possible that the second will also follow the first without hand signals. Therefore, you should be ready to brake even if the cyclists continue straight ahead.",- turn to the left,- go to the other side of the road,- not impede me as I proceed,,Neye dikkat etmelisiniz?,Bisikletçiler sinyal vermeden sola dönebilir veya yolun diğer tarafına geçebilir. İkinci bisikletçi de birincisini takip edebilir. Bu yüzden frenlemeye hazır olmalısınız.,- sola dönmeleri,- yolun diğer tarafına geçmeleri,- ilerlerken beni engellememeleri,
1.1.02-041-M,en,tr,What risks must you be aware of?,"If a ball is lying on the road, it can be assumed that a child will come and fetch it. For you as a driver, this means: stop immediately so that the child can fetch the ball safely. With children, you have to expect that they will behave in a way that is contrary to traffic regulations and that they will not be able to assess dangers correctly.",the children will not get off the road in time,some children will turn around again,all children will wait on the pavement,,Hangi risklere dikkat etmelisiniz?,"Yolda bir top varsa, bir çocuğun onu almak için gelebileceğini varsaymalısınız. Çocuklar tehlikeyi doğru değerlendiremeyebilir. Gerekirse hemen durmalısınız.",çocukların yoldan zamanında çıkamaması,bazı çocukların tekrar geri dönmesi,tüm çocukların kaldırımda beklemesi,
1.1.02-042-M,en,tr,How should you behave?,"The rule here is: reduce speed immediately, be ready to brake and drive slowly past the situation. It can be assumed that children who are playing are not paying attention to the traffic and are not behaving in a way that is appropriate for the traffic.",slow to walking pace,remain ready to brake,continue driving at same speed,,Nasıl davranmalısınız?,"Oynayan çocuklar trafiğe dikkat etmeyebilir. Hemen hızınızı azaltın, frenlemeye hazır olun ve durumu yavaşça geçin.",yürüme hızına düşmek,frenlemeye hazır kalmak,aynı hızla devam etmek,
1.1.02-043-M,en,tr,How must you behave?,"Most likely, a child will come running into the road after the ball without paying attention to the traffic. Immediately slow your vehicle down to walking speed. Be especially alert and ready to brake!",slow to walking pace immediately,remain ready to brake,drive past at the same speed,,Nasıl davranmalısınız?,"Bir çocuk topun peşinden yola koşabilir. Aracınızı hemen yürüme hızına düşürün, özellikle dikkatli olun ve frenlemeye hazır kalın.",hemen yürüme hızına düşmek,frenlemeye hazır kalmak,aynı hızla geçmek,
1.1.02-046-M,en,tr,"In this situation, which vehicles may drive past, at walking speed only, while ensuring there is no danger to any passengers?","When the hazard warning lights of a bus are switched on at a bus stop, all vehicles in both directions must pass the bus at walking speed. There shall be no danger to or obstruction of passengers boarding or alighting the bus.",- are travelling in the same direction,- are oncoming,,,"Bu durumda, hangi araçlar yalnızca yürüme hızında ve yolculara tehlike olmadığından emin olarak geçebilir?","Durakta dörtlüleri açık olan otobüsü, her iki yöndeki tüm araçlar yalnızca yürüme hızında geçebilir. Yolcular tehlikeye atılmamalı veya engellenmemelidir.",- aynı yönde gidenler,- karşıdan gelenler,,
1.1.02-048-M,en,tr,What should you do now?,"Since there are children both on the left and right on the street, you should brake to walking pace and remain ready to brake.",I slow down to walking pace,I remain ready to brake,I overtake [the cyclist],,Şimdi ne yapmalısınız?,Yolun hem solunda hem sağında çocuklar olduğu için yürüme hızına kadar yavaşlamalı ve frenlemeye hazır kalmalısınız.,Yürüme hızına kadar yavaşlarım,Frenlemeye hazır kalırım,[bisikletliyi] sollarım,
1.1.02-049,en,tr,What should you do in this situation?,"Immediately perform emergency braking to prevent a collision with the cyclist coming from the left. Continuing to ride would be dangerous in the situation, even though the traffic lights are green in your direction.",I perform an emergency braking manoeuvre,I sound my horn and continue driving,I accelerate,,Bu durumda ne yapmalısınız?,Soldan gelen bisikletliyle çarpışmayı önlemek için hemen acil frenleme yapmalısınız. Işık sizin yönünüzde yeşil olsa bile devam etmek tehlikelidir.,Acil frenleme yaparım,Korna çalar ve devam ederim,Hızlanırım,
1.1.02-050-M,en,tr,Why must you drive slowly here and be ready to brake?,"The child behind the van on the left runs towards the roadway. You cannot see whether it will stop. Therefore, be especially attentive and careful in this unclear traffic situation. Drive slowly and be ready to brake.",Because the traffic situation is confusing,Because there is a child on the carriageway,Because [the white van] is moving off,,Burada neden yavaş gitmeli ve frenlemeye hazır olmalısınız?,"Soldaki minibüsün arkasındaki çocuk yola doğru koşuyor. Durup durmayacağını göremezsiniz. Bu belirsiz durumda dikkatli olun, yavaş sürün ve frenlemeye hazır kalın.",Trafik durumu belirsiz olduğu için,Yolda bir çocuk olduğu için,[beyaz minibüs] hareket ettiği için,
1.1.02-051-M,en,tr,What is the correct course of action in this situation?,"The man is wearing a yellow armband and has a guide dog with him. He is blind or visually impaired and cannot see the traffic situation. Special care must be taken for blind people. Therefore, you must let him cross the road in front of you.",I stop and allow the person to cross the road,"I drive to the left past the person, leaving sufficient clearance space",I flash my headlights to signal to the person that I am giving way,,Bu durumda doğru davranış nedir?,"Kişi sarı kolluk takıyor ve yanında rehber köpek var; bu, kör veya görme engelli olduğunu gösterir. Önünüzden geçmesine izin vermelisiniz.",Durur ve kişinin yolu geçmesine izin veririm,Yeterli mesafe bırakarak kişinin solundan geçerim,Yol verdiğimi göstermek için farlarımla işaret veririm,
1.1.02-052,en,tr,Why must you anticipate that children might behave unpredictably in road traffic situations?,"Children often behave unpredictably, which is why other road users always have to count on the unexpected. Due to external stimuli in the environment, small children are constantly distracted from the road and traffic. They continuously let their eyes hike in the area and get stuck with interesting events or objects. The noise perception also only develops in the course of life and is only available to a limited extent in children. That is why children can usually not assign the many noises in road traffic to a certain direction and it is more difficult for them to assess them purely acoustically from which direction a vehicle approaches.
In addition to the perception of the direction, the perception of distances, speeds and braking distance in childhood is not yet fully pronounced. Therefore, children can often only overlook the traffic situation incompletely.",- are easily distracted,- are frequently unable to fully grasp the road traffic situation,- are frequently unable to correctly detect the direction from which a sound is coming,,Çocukların trafikte öngörülemez davranabileceğini neden hesaba katmalısınız?,"Çocuklar kolayca dikkatleri dağılır, trafik durumunu tam kavrayamayabilir ve sesin hangi yönden geldiğini doğru belirleyemeyebilir. Bu nedenle trafikte öngörülemez davranabilirler.",- kolayca dikkatleri dağılır,- trafik durumunu çoğu zaman tam olarak kavrayamazlar,- sesin hangi yönden geldiğini çoğu zaman doğru belirleyemezler,
