questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.1.01-109,en,uz,What should you do if you start feeling tired while driving?,"Since tiredness can lead to dangerous situations during car journeys, you should plan sufficient breaks for longer journeys. During this recovery phase, a walk in the fresh air is recommended to get your circulation going again.",Take a break straightaway,Get out of the car and move around in the fresh air,Listen to stimulating music,,Haydash paytida charchoqni sezsangiz nima qilishingiz kerak?,Charchoq yo‘l safarida xavfli vaziyatlarga olib kelishi mumkin. Shu sababli uzoq safarlarda yetarli tanaffuslar rejalashtirilishi kerak. Tanaffus paytida toza havoda yurish tiklanishga yordam beradi. Faqat tetiklantiruvchi musiqa tinglash charchoqni bartaraf etmaydi.,Darhol tanaffus qilish,"Avtomobildan tushib, toza havoda harakatlanish",Tetiklantiruvchi musiqa tinglash,
1.1.01-110,en,uz,How does tiredness affect your driving?,"Fatigue at the wheel increases the risk of accidents for the following reasons: concentration and attention noticeably decreases; perception is limited, reaction is significantly delayed.",Decreases alertness,Limits awareness,Delays reactions,,Charchoq haydashingizga qanday ta’sir qiladi?,"Rulda charchash avariya xavfini oshiradi: diqqat va e’tibor sezilarli darajada kamayadi, idrok cheklanadi, reaksiya sekinlashadi. Shuning uchun charchagan holda haydash juda xavfli.",Hushyorlikni kamaytiradi,Idrokni cheklaydi,Reaksiyalarni kechiktiradi,
1.1.01-111,en,uz,How could a dangerous situation arise?,"A major cause of danger in road traffic is driving too fast. This is especially true for beginners, who then easily lose control of their vehicle. Other road users are often not prepared for an unexpectedly high speed. But driving too slowly can also be a hazard, as risky overtaking manoeuvres and rear-end collisions become more frequent in this case. In addition, stationary vehicles can become a dangerous obstacle. To be seen better by other drivers, it helps to switch on your vehicle's lights even during the day.",Through vehicles at a standstill,Through failure to maintain suitable speed,By having lights turned on during day,,Xavfli vaziyat qanday yuzaga kelishi mumkin?,"Yo‘l harakatidagi katta xavflardan biri haddan tashqari tez haydashdir. Bu ayniqsa yangi haydovchilar uchun xavfli, chunki ular transport vositasini nazoratdan chiqarib qo‘yishi mumkin. To‘xtab turgan transport vositalari ham xavf tug‘dirishi mumkin.",To‘xtab turgan transport vositalari orqali,Mos tezlikni saqlamaslik orqali,Kunduzi chiroqlar yoqilgan bo‘lishi orqali,
1.1.01-112,en,uz,What could cause the vehicle to leave the road?,"Drivers often drift off the road due to inattention or lack of concentration. Distractions, such as talking on a mobile phone, can also lead to such driving errors. A third cause of leaving the road is fatigue combined with microsleep.",Distraction,Inattention,Tiredness,,Transport vositasi yo‘ldan chiqib ketishiga nima sabab bo‘lishi mumkin?,Haydovchilar ko‘pincha e’tiborsizlik yoki diqqatning pasayishi sababli yo‘ldan chiqib ketadi. Mobil telefonda gaplashish kabi chalg‘ituvchi omillar ham bunday xatolarga olib keladi. Charchoq ham muhim sababdir.,Chalg‘ish,E’tiborsizlik,Charchoq,
1.1.01-113,en,uz,What is a frequent cause of serious accidents?,"Serious accidents often result: from risky overtaking manoeuvres and rear-end collisions due to unnecessary slow driving, from fatigue and delayed reactions, and from children acting unpredictably and rashly.",Failure to pay attention to other road traffic,Driving too close to the vehicle in front,Failure to adjust speed accordingly,,Jiddiy avariyalarning tez-tez uchraydigan sababi nima?,"Jiddiy avariyalar ko‘pincha boshqa harakatga yetarli e’tibor bermaslik, oldindagi avtomobilga juda yaqin yurish, tezlikni vaziyatga moslashtirmaslik, charchoq va kechikkan reaksiyalar sababli yuz beradi.",Boshqa yo‘l harakatiga e’tibor bermaslik,Oldindagi transport vositasiga juda yaqin yurish,Tezlikni vaziyatga moslashtirmaslik,
1.1.02-004,en,uz,What should you reckon with when approaching children?,"Children can always behave ill-considered and are therefore exempt from the principle of trust towards other road users. Thus, when children approach you, you must reduce your speed to be ready to brake.",Rash behaviour on the part of the children,Fast and correct reactions of the children,Proper road conduct of the children,,Bolalarga yaqinlashganda nimani hisobga olishingiz kerak?,"Bolalar har doim o‘ylamasdan harakat qilishi mumkin, shuning uchun ularga nisbatan boshqa yo‘l ishtirokchilariga bo‘lgan ishonch tamoyili qo‘llanmaydi. Bolalar yaqinida tezlikni kamaytirib, tormozlashga tayyor bo‘lishingiz kerak.",Bolalarning o‘ylamasdan harakat qilishi,Bolalarning tez va to‘g‘ri reaksiya qilishi,Bolalarning yo‘l qoidalariga to‘liq amal qilishi,
1.1.02-005,en,uz,What conduct must you expect of children at zebra crossings?,"Children generally do not have the necessary training to always behave according to the rules in road traffic. Therefore, it is quite conceivable that they do not know the meaning of a zebra crossing and enter the road despite approaching vehicles or suddenly run back after crossing.",They will run onto the zebra crossing without paying attention to traffic,They will turn around on the zebra crossing for no apparent reason and run back,They will wait at the curb because they always correctly judge the speed and distance of approaching vehicles,,Piyodalar o‘tish joyida bolalardan qanday xatti-harakat kutishingiz kerak?,"Bolalar yo‘l harakatida har doim qoidalarga muvofiq harakat qilish uchun yetarli tajribaga ega emas. Ular zebra o‘tish joyining ma’nosini to‘liq tushunmasligi, kutilmaganda yugurib chiqishi yoki ortga qaytishi mumkin.",Ular harakatga e’tibor bermay zebra o‘tish joyiga yugurib chiqishi mumkin,Ular hech qanday sababsiz zebra o‘tish joyida ortga qaytib yugurishi mumkin,"Ular bordyurda kutadi, chunki yaqinlashayotgan transport tezligi va masofasini doimo to‘g‘ri baholaydi",
1.1.02-009-B,en,uz,What must you do?,"If a child suddenly runs across the road without paying attention to the traffic, you should immediately slow down and continue driving ready to brake. Also, make sure that other children follow. It is essential to stay at walking pace to be able to stop completely if necessary.",Brake heavily immediately and remain ready to brake,Continue at the same speed because the children will certainly stop,Proceed at the same speed so as not to obstruct the traffic following behind,,Nima qilishingiz kerak?,"Bola yo‘l harakatiga e’tibor bermay to‘satdan yo‘lni kesib o‘tsa, darhol kuchli tormozlab, tormozlashga tayyor holda davom etish kerak. Orqadagi transport ham vaziyatni tushunishi uchun ehtiyotkor bo‘ling.",Darhol keskin tormozlash va tormozlashga tayyor turish,"Bolalar albatta to‘xtaydi deb, shu tezlikda davom etish",Orqadagi harakatga xalaqit bermaslik uchun shu tezlikda davom etish,
1.1.02-022,en,uz,What do you have to reckon with when children are waiting at traffic lights?,"Due to a lack of life experience as well as insufficient education, children do not always behave according to the rules in road traffic and, for example, get into the lane during a scuffle. Furthermore, you must expect children to suddenly run across the road, even if the traffic lights are still red or the lights of the cross-traffic are just changing.",- will already start running when the traffic lights in my driving direction change from green to amber,- will also start running when the light is red because they cannot wait since it's taking them too long,- will push each other onto the roadway,,Bolalar svetoforda kutayotganida nimani hisobga olishingiz kerak?,"Hayotiy tajriba va yo‘l harakati bo‘yicha bilim yetarli bo‘lmagani uchun bolalar qoidalarga doimo amal qilmaydi. Ular sabrsizlik qilib qizilda ham yurishi, bir-birini yo‘lga itarishi yoki sizning yo‘nalishingizdagi chiroq yashildan sariqqa o‘tganda yugurishni boshlashi mumkin.",- mening yo‘nalishimdagi svetofor yashildan sariqqa o‘tganda allaqachon yugurishni boshlashi mumkin,- kutish ularga uzoq tuyulgani uchun qizil chiroqda ham yugurishni boshlashi mumkin,- bir-birini qatnov qismiga itarishi mumkin,
1.1.02-023,en,uz,A group of children are cycling on a cycle path that ends. What do you have to reckon with?,"Children in particular, who are generally not overly familiar with traffic rules, tend to make unpredictable manoeuvres. Therefore, especially at the end of a cycle path, you should be aware that the young road users could drive onto the road without warning. Furthermore, it often happens that children ride in groups next to each other and thus partially swerve into your lane.",- will move onto the roadway without paying attention,- will move too far onto the roadway,- will get off their bicycles and wait until the roadway is clear,,Bolalar guruhi tugayotgan veloyo‘lakda velosipedda ketmoqda. Nimani hisobga olishingiz kerak?,Ayniqsa bolalar yo‘l qoidalarini yaxshi bilmasligi sababli oldindan aytib bo‘lmaydigan harakatlar qilishi mumkin. Veloyo‘lak tugagan joyda ular e’tibor bermay qatnov qismiga chiqib ketishi yoki yo‘lga juda uzoq kirib ketishi mumkin.,- e’tibor bermay qatnov qismiga chiqishi mumkin,- qatnov qismiga juda uzoq chiqib ketishi mumkin,"- velosipedidan tushib, qatnov qismi bo‘shaguncha kutishi mumkin",
1.1.02-024-B,en,uz,Which statements are correct?,"If you do not obstruct or endanger the passengers getting on or off the tram, you may pass the stopping tram slowly at walking speed. It is important to note that passengers have absolute priority in this situation and do not have to let moving traffic pass. If necessary, you as the vehicle driver must stop and wait.",You may pass on the right-hand side at walking speed provided that passengers are not obstructed and you are sure no-one is endangered,"If no-one is obstructed or endangered, you may pass on the right-hand side at a speed faster than walking speed",Passengers must allow moving traffic to pass before boarding,,Qaysi bayonotlar to‘g‘ri?,"Tramvayga chiqayotgan yoki undan tushayotgan yo‘lovchilarga xalaqit bermasangiz va ularni xavf ostiga qo‘ymasangiz, to‘xtagan tramvayning o‘ng tomonidan faqat piyoda tezligida o‘tishingiz mumkin. Yo‘lovchilar ustuvorlikka ega.","Yo‘lovchilarga xalaqit bermasangiz va hech kim xavf ostida emasligiga ishonchingiz komil bo‘lsa, o‘ng tomondan piyoda tezligida o‘tishingiz mumkin","Hech kimga xalaqit berilmasa yoki xavf tug‘ilmasa, o‘ng tomondan piyoda tezligidan tezroq o‘tishingiz mumkin",Yo‘lovchilar chiqishdan oldin harakatlanayotgan transportni o‘tkazib yuborishi kerak,
1.1.02-026-B,en,uz,What must you heed in this situation?,"If a public bus or school bus has its hazard lights on and is still moving, you must not overtake it. If the bus has come to a halt at the stop, you may pass at walking pace and at an appropriate distance. This is necessary in order not to endanger the passengers getting on and off the bus. If you are travelling in the opposite lane, you must also slow down or stop to ensure the safety of the passengers.",- not overtake the bus while it is still moving,- pass the stationary bus at walking speed provided you are sure that passengers are not endangered,- overtake the bus while it is still moving,,Bu vaziyatda nimaga amal qilishingiz kerak?,"Agar jamoat avtobusi yoki maktab avtobusi avariya chiroqlarini yoqqan holda hali harakatlanayotgan bo‘lsa, uni quvib o‘tish mumkin emas. Avtobus bekatda to‘xtaganidan keyin esa yo‘lovchilar xavf ostida emasligiga ishonch hosil qilgan holda piyoda tezligida o‘tish mumkin.",- avtobus hali harakatlanayotgan paytda uni quvib o‘tmaslik,- to‘xtab turgan avtobus yonidan yo‘lovchilar xavf ostida emasligiga ishonch hosil qilgan holda piyoda tezligida o‘tish,- avtobus hali harakatlanayotgan paytda uni quvib o‘tish,
1.1.02-027,en,uz,What do you have to reckon with when elderly persons using walking frames cross the road?,"When elderly people with walking aids cross the road, you have a higher duty of care. The principle of trust is suspended. You must expect these people to stop suddenly or turn around unexpectedly. Older people also take a comparatively long time to cross the road.",They may stop on the road,They may turn round and go back,They will cross the road slowly,,Yurish moslamasidan foydalanayotgan keksa odamlar yo‘lni kesib o‘tayotganda nimani hisobga olish kerak?,"Yurish moslamasidan foydalanuvchi keksa odamlar yo‘lni kesib o‘tayotganda ularga nisbatan alohida ehtiyotkorlik talab etiladi. Ular to‘satdan to‘xtashi, ortga qaytishi yoki yo‘lni sekin kesib o‘tishi mumkin.",Ular yo‘lda to‘xtab qolishi mumkin,Ular ortga qaytishi mumkin,Ular yo‘lni sekin kesib o‘tadi,
1.1.02-028,en,uz,A person in a wheelchair is travelling along the road although there is a pavement on the right. What do you do?,"Disabled and elderly people sometimes do not behave in a roadworthy manner due to physical limitations. Therefore, please be especially careful and be sure to show consideration. Expect the wheelchair user to suddenly and unexpectedly swerve and drive even further into the lane. In such situations, it is not permitted to use the horn or drive around the person at high speed.",I follow behind the wheelchair until I can overtake it,"I overtake it, leaving plenty of room on the side because the wheelchair may swing out",I honk the horn to indicate that the person is not behaving correctly,,Nogironlar aravachasidagi shaxs o‘ng tomonda trotuar bo‘lishiga qaramay yo‘l bo‘ylab harakatlanmoqda. Siz nima qilasiz?,Nogiron yoki keksa odamlar jismoniy cheklovlar sababli har doim yo‘l harakatiga mos harakat qila olmasligi mumkin. Shuning uchun ayniqsa ehtiyotkor va hurmatli bo‘ling. Nogironlar aravachasi chetga og‘ishi mumkinligi sababli yetarli yon masofa qoldirib quvib o‘ting.,Quvib o‘tish imkoniyati bo‘lguncha nogironlar aravachasi ortidan yuraman,Nogironlar aravachasi chetga og‘ishi mumkinligi sababli katta yon masofa qoldirib quvib o‘taman,Shaxs noto‘g‘ri harakat qilayotganini bildirish uchun signal beraman,
1.1.02-029,en,uz,"Having crossed the road, a person in a wheelchair cannot get up the curb and onto the pavement. What do you do?","You should help the person. To do this, you may stop and switch on the hazard warning lights to warn other road users of possible dangers. It is not permitted to honk your horn and drive around the person in this situation. This would frighten and unsettle the wheelchair user.",I stop and switch on the hazard warning lights,I get out of the car and help the person in the wheelchair,I honk the horn and drive around the person,,Yo‘lni kesib o‘tgandan so‘ng nogironlar aravachasidagi shaxs bordyurdan trotuarga chiqa olmayapti. Siz nima qilasiz?,"Siz bu shaxsga yordam berishingiz kerak. Buning uchun to‘xtab, boshqa yo‘l ishtirokchilarini ogohlantirish uchun avariya chiroqlarini yoqishingiz mumkin. Signal berib uni aylanib o‘tish to‘g‘ri emas.","To‘xtab, avariya chiroqlarini yoqaman","Avtomobildan tushib, nogironlar aravachasidagi shaxsga yordam beraman","Signal berib, shaxsni aylanib o‘taman",
1.1.02-032,en,uz,Who has a severe visual handicap?,You must expect a severe visual impairment in the case of persons with the following markings: If a person is wearing a yellow armband with three black dots and/or a white blind person's cane extended diagonally.,The man,The child,The woman,,Kimda og‘ir ko‘rish nuqsoni bor?,Sariq bog‘ichda uchta qora nuqta yoki oq tayoq ko‘rish nuqsoni borligini bildiradi. Bunday shaxslarga nisbatan alohida ehtiyotkorlik zarur.,Erkakda,Bolada,Ayolda,
1.1.02-036,en,uz,What do you do?,"Visually impaired pedestrians often wear an armband and have a guide dog with a white driving harness with them. It is not possible to make eye contact with a visually impaired road user. Therefore, you are obliged to show special consideration here. You must stop to allow the pedestrian to cross the road safely.",Stop,Let the man cross the road,Make eye contact with the man,,Nima qilasiz?,"Ko‘rish qobiliyati cheklangan piyodalar ko‘pincha maxsus bog‘ich taqadi va oq moslamali yetakchi it bilan yuradi. Bunday odam bilan ko‘z orqali aloqa qilishning iloji yo‘q. Shuning uchun to‘xtab, yo‘lni kesib o‘tishiga imkon bering.",To‘xtayman,Erkakka yo‘lni kesib o‘tishiga imkon beraman,Erkak bilan ko‘z orqali aloqa qilaman,
1.1.02-037,en,uz,What must you be aware of?,"Where buses or trams wait at stops, you must always assume that people will suddenly step onto the road. Some passengers run quickly across the street to reach the bus. When passengers get off the bus, they often enter the lane surprisingly without paying attention to the traffic. Because the reversing light is not lit, you as the driver behind you can be sure that the bus will leave the bus stop driving forwards.",Pedestrians crossing the road in front of the bus,People crossing the road from left to right to get to the bus,The bus will reverse suddenly,,Nimani hisobga olishingiz kerak?,Avtobus yoki tramvay bekatida transport vositalari to‘xtab turganda odamlar to‘satdan yo‘lga chiqishi mumkin. Ba’zi yo‘lovchilar avtobusga yetib olish uchun yo‘lni tez kesib o‘tadi.,Avtobus oldidan piyodalar yo‘lni kesib o‘tishi mumkin,Odamlar avtobusga yetib olish uchun chapdan o‘ngga yo‘lni kesib o‘tishi mumkin,Avtobus to‘satdan orqaga yuradi,
1.1.02-038-M,en,uz,What risks must you be aware of?,"Cyclists do not always behave in a way that is appropriate for traffic. Here, even if the child has previously looked to your left, he or she could ride onto the roadway. To avoid a dangerous situation, you should therefore reduce your speed and be ready to brake.",- proceed onto the road,- continue on the cycle path,- stop moving,,Qanday xavflarni hisobga olishingiz kerak?,"Velosipedchilar har doim yo‘l harakatiga mos harakat qilmasligi mumkin. Bola avval chapga qaragan bo‘lsa ham, baribir qatnov qismiga chiqib ketishi mumkin. Xavfni oldini olish uchun ehtiyotkor bo‘ling.",- yo‘lga chiqib ketishi mumkin,- veloyo‘lakda davom etishi mumkin,- harakatdan to‘xtashi mumkin,
1.1.02-039-M,en,uz,How do you behave?,Reduce speed and watch the two children very closely. Be careful and ready to brake. Stop if the children's behaviour makes this necessary.,watch out for children,be ready to brake,continue driving at the same speed,,Qanday harakat qilasiz?,"Tezlikni kamaytiring va ikki bolani juda diqqat bilan kuzating. Ehtiyotkor bo‘ling va tormozlashga tayyor turing. Bolalarning xatti-harakati zarur qilsa, to‘xtang.",bolalarga e’tibor berish,tormozlashga tayyor turish,shu tezlikda harakatni davom ettirish,
1.1.02-040-M,en,uz,What must you be aware of?,"It is always possible that cyclists do not behave in a way that is appropriate for the traffic. A cyclist could turn left or change sides of the road without indicating this with a hand signal. If there are two cyclists, it is possible that the second will also follow the first without hand signals. Therefore, you should be ready to brake even if the cyclists continue straight ahead.",- turn to the left,- go to the other side of the road,- not impede me as I proceed,,Nimani hisobga olishingiz kerak?,Velosipedchilar har doim yo‘l harakatiga mos harakat qilmasligi mumkin. Velosipedchi yo‘nalish ko‘rsatmasdan chapga burilishi yoki yo‘lning boshqa tomoniga o‘tishi mumkin.,- chapga burilishi mumkin,- yo‘lning narigi tomoniga o‘tishi mumkin,- men harakatlanayotganimda menga xalaqit bermaydi,
1.1.02-041-M,en,uz,What risks must you be aware of?,"If a ball is lying on the road, it can be assumed that a child will come and fetch it. For you as a driver, this means: stop immediately so that the child can fetch the ball safely. With children, you have to expect that they will behave in a way that is contrary to traffic regulations and that they will not be able to assess dangers correctly.",the children will not get off the road in time,some children will turn around again,all children will wait on the pavement,,Qanday xavflarni hisobga olishingiz kerak?,"Yo‘lda to‘p yotgan bo‘lsa, bola uni olish uchun chiqib kelishi mumkin deb hisoblash kerak. Haydovchi sifatida darhol to‘xtashingiz kerak, shunda bola to‘pni xavfsiz olishi mumkin.",bolalar yo‘ldan vaqtida chiqib ketmasligi mumkin,ba’zi bolalar yana ortga qaytishi mumkin,barcha bolalar trotuarda kutadi,
