questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.2.37-008,en,tr,What do these permanently illuminated signs mean?,"Continuous light signals above a lane inform you as a car driver whether this lane is passable or locked or if you need to leave it. Red crossed bars mean: The lane must not be used. A green arrow looking down means: You can drive on the lane. A yellow blinking, obliquely downward looking arrow, you must change the lane in the direction of the arrow.",- 1 may continue driving on it,- 2 must change to the right-side lane,- 3 and lane 4 must stop,,Bu sürekli ışıklı işaretler ne anlama gelir?,"Yeşil ok 1 numaralı şeritte sürmeye devam edilebileceğini, sarı ok 2 numaralı şeridin sağ şeride değiştirilmesi gerektiğini, kırmızı çarpılar ise 3 ve 4 numaralı şeritlerin kullanılmaması gerektiğini gösterir.",- 1 üzerinde sürmeye devam edilebilir,- 2 sağ şeride geçmelidir,- 3 ve 4 numaralı şeritler durmalıdır/kullanılamaz,
2.2.38-101,en,tr,A vehicle with flashing blue lights and siren sounding is approaching you from the rear. What is the right course of action now?,"The vehicle must be given free access. Therefore, you must reduce your speed and drive as far as possible to the side of the road so that the vehicle with blue flashing lights can continue its way unhindered.",I drive over to the right-side as far as possible,I reduce my speed,I stop immediately,,Mavi tepe lambası ve sireni açık bir araç arkadan yaklaşıyor. Şimdi doğru davranış nedir?,Bu araca serbest yol vermelisiniz. Hızınızı azaltmalı ve mümkün olduğunca sağa yanaşmalısınız. Hemen durmak her durumda doğru değildir.,Mümkün olduğunca sağ tarafa yanaşırım,Hızımı azaltırım,Hemen dururum,
2.4.40-002,en,tr,What do you do when you see this traffic sign on an autobahn?,"Caution of congestion: With this traffic sign you should reduce the speed of your car and increase the distance to the vehicle in front. Get a better picture of the situation by watching the traffic in front of the next vehicle and, if necessary, drive a bit offset in the lane. Turn on your hazard lights when driving towards the end of a traffic jam.","Increase your alertness and, as a matter of precaution, increase your distance to the vehicle in front","In case of a traffic jam, brake and switch on hazard warning lights","In case of a traffic jam, move over onto the hard shoulder and proceed",,Otoyolda bu trafik işaretini gördüğünüzde ne yaparsınız?,"Bu işaret trafik sıkışıklığı tehlikesini bildirir. Dikkatinizi artırmalı, öndeki araçla mesafeyi artırmalı ve kuyruğa yaklaşırsanız fren yapıp dörtlü ikaz ışıklarını yakmalısınız. Emniyet şeridinden devam edemezsiniz.",Dikkatimi artırır ve önlem olarak öndeki araçla mesafemi artırırım,Trafik sıkışıklığı varsa fren yapar ve dörtlü ikaz ışıklarını yakarım,Trafik sıkışıklığı varsa emniyet şeridine geçer ve devam ederim,
2.4.40-003,en,tr,What must you do when you see this traffic sign?,"The traffic sign announces a dangerous left turn. Decrease your speed to keep the centrifugal force small. Oncoming traffic could reach your lane due to its centrifugal force. Also, a vehicle could have broken down behind the curve. Drive as far as possible to the right. You follow the road, there's no turn. Therefore, you do not have to indicate.",Reduce speed before the bend,Drive as far as possible over on the right-hand side,Indicate left before the bend,,Bu trafik işaretini gördüğünüzde ne yapmalısınız?,İşaret tehlikeli sol virajı bildirir. Virajdan önce hızınızı azaltmalı ve mümkün olduğunca sağdan gitmelisiniz. Sola sinyal vermek gerekmez.,Virajdan önce hızı azaltmak,Mümkün olduğunca sağ taraftan sürmek,Virajdan önce sola sinyal vermek,
2.4.40-004,en,tr,What do you do within this danger section?,"Attention wild animals crossing: This sign is set up on routes, where a lot of wild animal accidents happened already. As soon as you see this sign, you should reduce the speed and be ready to brake. Pay particular attention to the roadside. If you see an animal, you should brake and dim. If game suddenly jumps in front of you, you should make an emergency brake. Avoid dodging, because then you might get into the oncoming lane.","Drive more slowly, watch out for wild animals",Dip the headlights and brake when you see wild animals,Do not avoid hitting wild animals if oncoming traffic would be endangered,,Bu tehlikeli kesimde ne yaparsınız?,"Yaban hayvanı geçişi olabileceği için daha yavaş sürmeli, hayvanları gözlemlemeli, hayvan gördüğünüzde farları kısa fara alıp frenlemeli ve karşı trafiği tehlikeye atacaksa hayvandan kaçmamalısınız.","Daha yavaş sürmek, yaban hayvanlarına dikkat etmek",Yaban hayvanı görünce kısa fara geçmek ve frenlemek,Karşı trafik tehlikeye girecekse yaban hayvanına çarpmaktan kaçınmamak,
2.4.40-005,en,tr,What must you be prepared for upon seeing this traffic sign?,This traffic sign indicates a section of the route with crosswinds. This is especially true for bridges and overpasses. If there's strong wind from the side you have to reduce your speed. You need to be prepared to hold on and countersteer to stay in the lane. The traffic sign has nothing to do with air traffic.,For side winds,For counter-steering,For aircraft overhead,,Bu trafik işaretini gördüğünüzde neye hazırlıklı olmalısınız?,İşaret yan rüzgâr tehlikesini bildirir. Yan rüzgârda direksiyonla karşı düzeltme yapmaya hazır olmalısınız. Uçaklarla ilgili değildir.,Yan rüzgâra,Direksiyonla karşı düzeltmeye,Üstten geçen uçaklara,
2.4.40-006,en,tr,What must you be prepared for upon seeing this traffic sign?,"If you encounter this traffic sign, you have to adjust to strong crosswinds. Most commonly, this traffic sign appears on road sections that are particularly exposed to the wind - for example, on bridges or overpasses. With strong crosswinds, the driver must countersteer in order to stay in the lane. You also need to adjust the speed of your car to the wind conditions.",For an alteration in the responsiveness of the vehicle,For the necessity for counter-steering,For the necessity for adjusting speed,,Bu trafik işaretini gördüğünüzde neye hazırlıklı olmalısınız?,Güçlü yan rüzgâr aracın tepkisini değiştirebilir. Direksiyonla karşı düzeltme ve hızın ayarlanması gerekebilir.,Aracın tepkisinin değişmesine,Direksiyonla karşı düzeltme gerekliliğine,Hızın ayarlanması gerekliliğine,
2.4.40-007,en,tr,What should you anticipate when you see this road sign?,"Because of trees, tall vehicles can brake suddenly and swerve. Tall vehicles can tear off branches as they pass, and these then lie on the roadway. Be especially attentive.",Vehicles ahead that may swerve out suddenly to the left,Vehicles ahead that may brake suddenly,Tree branches lying on the roadway,,Bu trafik işaretini gördüğünüzde neyi hesaba katmalısınız?,Ağaçlık yolda öndeki araçlar aniden sola kaçabilir veya fren yapabilir. Yolda dallar bulunabilir.,Öndeki araçların aniden sola kaçması,Öndeki araçların aniden fren yapması,Taşıt yolunda ağaç dalları bulunması,
2.4.40-201,en,tr,What must you anticipate with this road sign?,"All 3 answers are correct. Trees may lie in the driveway, branches may lie in the road, and cars may suddenly give way.",Trees could protrude into my road area,There could be branches lying on the roadway,Vehicles could swerve suddenly,,Bu trafik işaretinde neyi hesaba katmalısınız?,"Ağaçlar yol alanınıza uzanabilir, yolda dallar bulunabilir ve araçlar aniden kaçma manevrası yapabilir.",Ağaçlar benim yol alanıma uzanabilir,Taşıt yolunda dallar bulunabilir,Araçlar aniden kaçma manevrası yapabilir,
2.4.41-001,en,tr,What is correct from this traffic sign onwards?,"This sign indicates that no vehicles can proceed, you therefore cannot ride your motorized bicycle but can still push it",You may push your motorized bicycle,You may drive on slowly with your motorized bicycle,You may proceed with your motorized bicycle when the engine is switched off,,Bu trafik işaretinden itibaren hangisi doğrudur?,Bu işaret araçla geçişi yasaklar. Motorlu bisikletinizi süremezsiniz; ancak itebilirsiniz. Motor kapalıyken üzerinde gidemezsiniz.,Motorlu bisikletimi itebilirim,Motorlu bisikletimle yavaşça sürebilirim,Motor kapalıyken motorlu bisikletimle ilerleyebilirim,
2.4.41-002,en,tr,"To what does the ""12 t"" refer on this traffic sign?",The total mass (12 t) refers to the vehicle including charge.,- of the vehicle including load,- of the vehicle excluding load,- of the load excluding the vehicle,,Bu trafik işaretindeki “12 t” neye karşılık gelir?,"12 ton bilgisi, yük dahil aracın gerçek ağırlığını ifade eder.",- yük dahil aracın ağırlığına,- yük hariç aracın ağırlığına,- araç hariç yükün ağırlığına,
2.4.41-003,en,tr,"On your 10 m-long vehicle, the load is projecting 60 cm over the vehicle’s rear edge. What applies to you when this traffic sign is displayed?","The length of your truck is described as 10.6 m. (10 m + 60 cm truck of the load) which dominates. That's why you must not enter this road as a whole, the length of your truck 10.6 m.","- not drive into a street displaying this sign, because, taken together, the vehicle and load are longer than 10 m","- drive into a street displaying this sign, if the load is specially marked","- drive into a street displaying this sign, because the load does not have to be taken into consideration",,"10 m uzunluğundaki aracınızda yük, aracın arka kenarından 60 cm dışarı taşıyor. Bu trafik işareti varsa sizin için ne geçerlidir?","Araç ve yük birlikte 10,60 m uzunluğundadır. İşaretteki sınırı aştığı için bu yola giremezsiniz.",- araç ve yük birlikte 10 m’den uzun olduğu için bu işaretin bulunduğu yola girmemek,- yük özel olarak işaretlenmişse bu işaretin bulunduğu yola girmek,- yük dikkate alınmak zorunda olmadığı için bu işaretin bulunduğu yola girmek,
