questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.2.09-109,en,ru,You are on a roundabout. What should you remember?,"In a roundabout you may only stop if this is unavoidable due to traffic, for example due to a traffic jam. Indicate when leaving the roundabout. You can only drive over paved or asphalted central islands if it is unavoidable due to the size of the vehicle. Always give priority to cyclists traveling on your right side and remaining in the roundabout.",You can only drive over a central island if this is unavoidable because of your vehicle's size,You are not allowed to stop on the roadway in a roundabout,You must indicate to leave the roundabout,,,,,,,
1.2.09-111,en,ru,In what situation is it especially dangerous to perform a turn?,"When turning in poor visibility (fog), dangerous situations can arise. The same applies when turning in curves and before crests.",Before the crest of a hill,Before bends in the road,In foggy conditions,,,,,,,
1.2.09-112-M,en,ru,Who is required to indicate?,"Changing the direction of travel must always be indicated by pressing the indicator. If you stay on a turning priority road you should also indicate that. Therefore, the blue truck must indicate. You, who's turning left, must also indicate.",Me,[The blue truck],[The red car],,,,,,,
1.2.09-113-M,en,ru,Who is required to indicate a change of driving direction here?,"The change of the direction of travel must always be indicated early enough. All three drivers intend to turn. Therefore, all three vehicles must indicate.",Me,[The red car],[The motorbike],,,,,,,
1.2.09-116-M,en,ru,Who is required to indicate a change of driving direction here?,The intention to change the direction of travel must be announced at an early stage by indicating. You follow the turning priority road; this change of direction needs to be indicated.,Me,The oncoming [car],,,,,,,,
1.2.09-117,en,ru,When do have you to indicate a change in direction?,"If you want to turn into a T-junction or a property, you have to indicate. The same applies if you follow a turning priority road - here, too, the change of the direction of travel must be indicated.",Before turning into a junction or a property lot,If I want to continue following a priority road that changes direction,"If I want to continue straight on, thereby leaving a priority road that changes direction",,,,,,,
1.2.09-119,en,ru,Why are you required to stop now?,"Drivers who turn need to wait for vehicles from the opposite direction, even for cyclists. The red car has to wait until the green car and the cyclist are gone.",- cyclist,- green vehicle,- red vehicle,,,,,,,
1.2.09-120,en,ru,You want to turn left. In what sequence do you prepare to take the left turn?,"If you want to turn left, prepare the turn in the following order: 1. look, 2. indicate, 3. arrange. Looking means that you are observing follow-up traffic in the mirror and over your shoulder. Then press the indicator to the left side. Only if you can rule out danger for other road users, you may merge left in order to turn.","Observe traffic behind you, indicate the direction of turn, enter the lane","Indicate the direction of turn, enter the lane, observe traffic behind you","Enter the lane, indicate the direction of turn, observe traffic behind you",,,,,,,
1.2.09-121,en,ru,What is the right course of action?,"In front of the traffic sign ""Stop! Give way!"", colloquially also called stop sign, you must always stop. Mostly there is a stop line. The wheels must be stationary for at least a short amount of time. The cross traffic has right of way - then the cyclists on the opposite side. As a driver turning left, you have to grant him the right of way.",I have to wait at the stop line,I have to allow the cyclist to pass through,I may make the turn in front of the cyclist,,,,,,,
1.2.09-122,en,ru,How should you behave?,Turning drivers generally have to wait for oncoming vehicles. These include cyclists. Cyclists who drive in their own direction on or next to the lane you also need to let pass.,Give way to both cyclists,Only give way to the cyclist travelling in the same direction,Sound your horn and take the turn before the two cyclists,,,,,,,
1.2.09-123,en,ru,You want to turn left. To whom must you give priority?,"The oncoming traffic when turning left, has always right of way. This also applies to cyclists; they are granted priority. If pedestrians cross the street you want to turn into, the pedestrians have priority too.",Oncoming cyclists,Oncoming vehicles,Pedestrians seeking to cross the road into which I am turning,,,,,,,
1.2.09-124,en,ru,You want to turn left. What difficulties could arise here?,"When turning left, vehicles approaching each other have to turn in front of each other (tangent turning). This can lead to poor visibility of the straight-ahead traffic. Especially left-turning trucks can lead to massive obstructions and make it safer to turn in a wide arc (turning behind each other). There may be misunderstandings between drivers when one wants to turn behind and the other in front.",Visibility restrictions caused by oncoming vehicles,Misunderstandings with oncoming traffic turning left,Traffic turning left can come dangerously close,,,,,,,
1.2.09-125,en,ru,Why are you required to stop now?,"You are on a priority road and therefore you're allowed to drive before the white car coming from the right. However, as a driver who wants to turn, you have a subordinate position to traffic driving straight-ahead, in this case the tram. You have to stop.",Because of the tram,Because of the cyclist,Because of the white car,,,,,,,
1.2.09-126,en,ru,What is the right course of action here?,"You must not overtake the moped before the level crossing. In general, no vehicles may be overtaken at level crossings from signs 151, 156 to the rails.",- not overtake the moped before the rail crossing,"- overtake the moped, while allowing sufficient space to the side",- overtake the moped before the rail crossing once the cyclist is out of the way,,,,,,,
1.2.09-127,en,ru,Why are you required to brake now?,"The motorcyclist comes from the left at high speed. He probably did not see you because of the oncoming vehicle. Although you have the right of way, you have to slow down, as otherwise an accident will occur.",Because of the motorbike,Because of the van,Because of the cyclist,,,,,,,
1.2.09-128-M,en,ru,Why do you have to wait before turning right?,"If you want to turn, you must give priority to road users traveling straight ahead. In this case, you have lower priority to the pedestrian and the cyclist and must allow them a safe crossing.",Because of [the pedestrian],Because of [the cyclist],Because of [the black car],,,,,,,
1.2.09-129,en,ru,What must you be aware of here?,"Since the blue car is already in the roundabout, you have to slow down. Only when leaving the roundabout, you must indicate.",- continue to brake,- give the car right of way,- indicate when entering the roundabout,,,,,,,
1.2.09-130-M,en,ru,You want to turn left. What driving line should you maintain?,"Since you are on a one-way street, you don't need to fear oncoming traffic. Indicate in time. Then merge left and stay on the left lane until you reach the turn.",The left-hand one,The central one,The right-hand one,,,,,,,
1.2.09-131-M,en,ru,[The cyclist] wants to continue straight ahead. What is the right course of action here?,"Vehicles that want to turn need to let bicycles pass that drive in their direction on or next to the road, before turning. It does not matter if their wheels are motorized or not.",I remain behind [the cyclist],I overtake [the cyclist],,,,,,,,
1.2.09-132-M,en,ru,Why must you wait before taking a turn in this situation?,Because of the truck and the motorcycle. Here you have to pay attention to the turning rules. Wait for the vehicles to complete the maneuver and then continue turning.,Because of the motorbike,Because of the truck,Because of [the pedestrian],,,,,,,
1.2.09-133-M,en,ru,Who has to indicate in this situation?,You and the blue car are changing direction for this reason you must indicate the change of direction.,Me,[The blue car],[The red car],,,,,,,
1.2.09-134-M,en,ru,What is the right course of action now?,"The motorbike behind you has already changed to the left lane and will overtake you on the left. In order to merge into the left-turning lane in time, you must slow down.",I brake,I continue on the right-hand lane for now,I move without delay into the left-hand lane,,,,,,,
1.2.09-135-M,en,ru,Why are you not allowed to take the turn now?,"At an intersection, drivers going straight ahead have the right of way. You must wait to turn until the yellow car has crossed the intersection.",- [yellow] car,- [red] vehicle,- [green] car,,,,,,,
1.2.09-136-M,en,ru,What must you anticipate in this situation?,"The blue car drives past the stopping bus and may want to continue straight on, even though it is in the turning lane. Since you turn left, he has right of way.",[The blue car] will drive straight onwards,The [red] bus will begin to move immediately,[The pedestrian] will wait,,,,,,,
1.2.09-137-M,en,ru,Why are you required to stop now?,"There is an electric scooter in the blind spot, so you must stop to avoid endangering it.",Because of the electric scooter,Because of the pedestrians,Because of the tram,,,,,,,
1.2.09-138-M,en,ru,What is the right course of action now?,"The straight ahead traffic always has priority, whether the cyclist is riding on the road or on a cycle path. To make sure that no other cyclist is approaching, you must look over your shoulder to the right.",I allow [the cyclist] to pass through,I glance over my right shoulder,I take the turn ahead of the electric scooter,,,,,,,
1.2.09-201-M,en,ru,Why are you required to stop now?,"Because you want to turn left, you should wait for the tram before turning.",Because of the tram,Because of [the cyclist],Because of the [yellow] car,,,,,,,
1.2.09-202-M,en,ru,"In this situation, why do you have to wait before turning right?","When turning, you must give priority to longitudinal traffic, for this reason you must wait for pedestrians and cyclists to pass.",Because of [the pedestrian],Because of the [cyclist],Because of the [blue car],,,,,,,
1.2.09-203-M,en,ru,Why can you not turn off the road here?,The red car is still overtaking you and is travelling at a much higher speed than you. Wait for the red car to pass.,- [red] car,- [yellow] truck,- [blue] tractor,,,,,,,
1.2.09-204-M,en,ru,"In this situation, why do you have to wait before turning left?","You are changing the direction of travel, so you must give the tram priority.",Because of the tram,Because of the [red car],Because of the [yellow vehicle],,,,,,,
1.2.09-205-M,en,ru,"In this situation, why do you have to wait before turning left?","A motorbike is driving behind a red car; due to your change of direction, you must give the motorcyclist priority.",Because of the motorbike,Because of the [red] car,Because of the [cyclist],,,,,,,
1.2.09-206-M,en,ru,Why are you required to wait now?,"The blue car and the cyclist are both going straight ahead, so they have the right of way, even if the cyclist is riding on the pavement.",- cyclist,- [blue] vehicle,- [yellow] car,,,,,,,
1.2.10-005,en,ru,You want to turn out of a road with a sunken kerbstone into another road. A car is coming from the left. What applies here?,"When there are drop kerbs (as it happens often in residential areas), the rule ""Left yields to right"" does not apply. Here you have to wait until you can drive onto the lane without endangering other road users. These have priority over you.",Whoever turns into a road over a sunken kerbstone must wait,"The rule ""right before left""",The sunken kerbstone is of no relevance for the obligation to wait,,,,,,,
1.2.10-006-M,en,ru,You want to leave the [petrol station]. What is correct?,"The blue traffic sign with the white arrow means “right direction of travel”. Here you can only turn right. Also make sure that if you want to turn onto a street from private property, you must give way to other road users such as pedestrians and vehicles.",I have to give priority to pedestrians crossing the road,I can drive in both directions,I have right of way over vehicles coming from the left,,,,,,,
1.2.10-101,en,ru,What must you do when leaving the edge of the roadway?,Anyone who wants to go from the edge of the lane into the moving traffic must make this clear by indicating. With one look in the rear-view mirror as well as over the shoulder one can merge into the lane - considering your lower priority to the moving traffic.,Check for traffic from behind,Switch on your direction indicator,A look into the rear-view mirror is sufficient,,,,,,,
1.2.10-104,en,ru,You want to leave a traffic-calming zone and begin driving along a road. What should you do?,"If you enter another street from a traffic-calmed area, you will be required to way and have to give priority to other road users. The rule ""left yields to right"" does not apply here! Indicate before turning and pay particular attention to cyclists and pedestrians.",- allow pedestrians on the footpath to walk past,- indicate the direction of movement prior to taking the turn,"- observe the ""right before left"" rule",,,,,,,
1.2.10-105,en,ru,You want to leave a traffic-calming zone and begin driving along a road. Cyclists are approaching from the left. Who is required to wait?,"When entering a street from a traffic-calmed area, the ""left yields to right"" rule is canceled. You have to wait for pedestrians, cyclists and participants of the moving traffic.",I have to wait,The cyclists have to wait,Everyone is required to stop and then agree among one another who should proceed first,,,,,,,
1.2.10-106,en,ru,You want to leave a property lot and turn right into a road. Cyclists are approaching from the left. Who is required to wait?,"As a matter of principle, you have to wait at property exits and give priority to all other road users. This also applies to pedestrians on the sidewalk and cyclists. Be especially careful here.",I have to wait,The cyclists have to wait,Everyone is required to stop and then agree among one another who should proceed first,,,,,,,
1.2.10-107,en,ru,You want to leave a property lot and turn into a road while passing over a footpath. What must you look out for?,"To turn from a property over the sidewalk onto the road, you have to note: You have to wait for pedestrians on the sidewalk, cyclists on bike paths and participants in the moving traffic. You must not endanger other road users. In case of doubt, somebody must lead you into traffic.",Pedestrians on the footpath may not be endangered,You should be directed by another person if necessary,First take note of the flowing traffic on the road,,,,,,,
1.2.10-108,en,ru,You want to exit the property lot. What is the right thing to do?,"If you would like to drive out of a property exit, you have to wait for all other road users. These include both pedestrians and cyclists. If a road user renounces his or her priority, you may drive - provided that you do not endanger anyone.",I have to wait until the pedestrians have crossed over the exit,I may drive on if the pedestrians waive their right of way,I sound my horn briefly so that the pedestrians will allow me to exit,,,,,,,
1.2.10-109,en,ru,You want to exit a parking space and move into the moving traffic. What should you do?,"When you park out, you must not endanger other road users. Indicate that you want to drive onto the road. Look in the rear and side mirrors and make sure that no cyclist is in your blind spot by looking over your shoulder.",I may not endanger the moving traffic,I have to indicate before moving off,I have to take note of the traffic behind me,,,,,,,
1.2.11-003,en,ru,Which are the areas you must not drive into when there is traffic congestion?,"In the case of stagnant traffic, the following areas must be kept free for example for emergency vehicles: intersections, level crossings and cross-walks. For residential exits, this rule does not apply. If you notice that someone wants to drive off his property onto the road, you should give the driver the opportunity to enter the road.",Crossroads,Level crossings,Driveways,,,,,,,
1.2.11-004,en,ru,Which are the areas you must not drive into when there is traffic congestion?,"If traffic slows down, you may only enter intersections if you can leave them quickly. Otherwise you have to wait. Also, junctions of cross streets, cross-walks and level crossings are to be kept free. However, this does not apply to bus stops.",Junctions,Pedestrian crossings,"'Bus stops with ""zig-zag lines""'",,,,,,,
1.2.11-005-B,en,ru,What do you do?,Due to the traffic sign you have to wait here. The red arrow in your direction indicates that priority is given to oncoming vehicles. In no case may you drive onto the sidewalk. This is reserved solely for pedestrians.,"Reduce speed and, if necessary, stop","Proceed, pulling over onto the pavement",Speed up and proceed since the oncoming traffic must wait,,,,,,,
1.2.11-006,en,ru,"During traffic congestion, what parts of the road infrastructure must be kept clear?","The pedestrian crossing (“zebra crossing”) is intended to enable pedestrians to cross the road safely and without danger. For this reason, you must leave pedestrian crossings free under all circumstances. If you drive into a junction (or crossing) in slow-moving traffic, there is a risk that you will block oncoming cross traffic or that oncoming traffic turning left will have to wait unnecessarily long. The junction or crossing would thus become even more clogged and traffic would be obstructed more than necessary.",Traffic confluences,Pedestrian crossings,Bus stops,,,,,,,
1.2.11-007-M,en,ru,You want to continue driving straight ahead. What is correct in this situation?,"A group of pedestrians, cyclists or motor vehicles, which is traveling together in road traffic, is called a closed association. Closed associations must be clearly marked and must not be interrupted.
So you have to wait until all vehicles drove past you and as long as you have to wait at the stop line.",I allow the convoy to pass through,I wait at the stop line,I cross over the junction,,,,,,,
1.2.11-103-M,en,ru,You want to continue driving straight ahead. What is the right course of action?,"The car ahead blocks you in your lane. Nevertheless, you should not overtake on the right before the intersection, as this would be too dangerous. Keep your distance, reduce the speed and stop if necessary. Continue straight ahead when the free lane is free and the traffic light turns green. You can only change on the right lane if there is a sufficiently large traffic gap.",I remain waiting in my lane,I move to the right if there is sufficient space in the traffic,I overtake the vehicle alongside me and switch lanes,,,,,,,
1.2.11-104,en,ru,What should you do?,"If tram rails lead through the left turn lane and you want to turn left when the tram approaches, it is important to wait with sufficient distance in front of the tram rails. When the tram passed, you can turn left.",Stop before the left turn and keep the central divide clear,"Turn smoothly, so as not to impede following traffic","Come to a stop in the central divide, where the other car is stopped",,,,,,,
1.2.11-105,en,ru,What is the right course of action?,"If a cyclist who moves to the left drives in front of you, you must not overtake him if the road is narrowed at this point and there is oncoming traffic. A safety distance of 1.5 to 2 meters could not be maintained here.",Slow down,Accelerate,Swerve to the left,,,,,,,
1.2.11-107,en,ru,What is the right course of action?,"On your side the road narrows. The cyclist will therefore move to the left. Because of oncoming traffic, you cannot overtake him with the required safety distance of 1.5 to 2 meters. That's why you have to wait and stay behind him.",Slow down,Accelerate,Swerve to the left,,,,,,,
1.2.11-108,en,ru,In which situations are you not allowed to enter a junction even though the traffic light is green?,"In the following cases, you must not enter a crossroad, even though the traffic light shows ""green"": with slow-moving traffic, as crossings, for example, must remain free for emergency vehicles. Secondly, when police officers regulate traffic and give instructions that deviate from the meanings of the colors of the traffic lights. In general, a green traffic light tells you that you are allowed to drive and overrules other traffic signs that regulate the right of way. Policeman orders have the highest rank and override traffic lights.",If I would have to stop in the middle of the junction because the traffic is backing up,If asked to stop by a police officer,"If the sign ""Stop. Give way"" is displayed at the junction",,,,,,,
1.2.11-109,en,ru,"In what instances may you not enter a junction, even though you have right of way?","If the traffic slows down, you may enter a crossroad with a green traffic light or right of way only if you can leave it quickly without blocking it. This is particularly important in order to keep the intersection free for police, fire and ambulance emergency vehicles. If you hear a siren, you have to drive carefully to the crossroad and may only continue if you hinder no emergency vehicle. When turning left, you must slowly enter the intersection and wait there until you can drive freely without oncoming traffic.",- would have to wait in the junction because the traffic in my direction is backing up,- would impede a vehicle with flashing blue lights and siren,- want to turn left and would have to wait in the junction because of oncoming traffic,,,,,,,
1.2.11-110-M,en,ru,Why must you slow down here and be ready to brake?,"You don't have to slow down because of pedestrians. He is far enough away from the constriction. The red vehicle is standing and is therefore no reason to slow down as well. However, reduce the speed because of the cyclist. He could change lanes without a hand signal and bring about a dangerous situation.",- cyclist,- [green] vehicle,- pedestrian,,,,,,,
1.2.11-111,en,ru,Why do you have to continue to brake?,"A garbage truck comes towards the blue truck and forces him to stop. Since the garbage truck could swing out and get on your lane as it turns, you'll need to wait for the vehicle to be properly merged. The cyclist is no reason for braking.",- refuse truck,- blue truck,- cyclist,,,,,,,
1.2.11-112,en,ru,You want to drive straight ahead. What should you do?,"In case of halting traffic, you are not allowed to block any intersection or T-junction despite the green traffic light or right of way. You may need to wait at the stop line and cannot close up until the front vehicles are far enough away.",- at the stop line,- between the yellow and the blue vehicle,- directly behind the yellow vehicle,,,,,,,
1.2.11-113-M,en,ru,When may you begin driving?,"The truck was signaled by flasher that he waives his right of way. Therefore, is after the truck driver has clearly waived with hands on his priority right and if you do not endangering the cross traffic or not substantially behinderst.",Once the truck driver has made a hand signal clearly yielding his right of way,If I do not endanger or significantly impede the cross traffic,Immediately because the truck driver is urging me to do so,,,,,,,
1.2.11-114-M,en,ru,When may you take the turn?,"As you want to turn left, oncoming traffic has priority. Only when the lorry driver gives up his right of way with a clear hand signal can you pass with due regard for oncoming traffic. Flashing your lights is not sufficient here.",Only once the truck driver has used a hand signal to clearly indicate he is foregoing his right of way,Only if I do not endanger or significantly impede the cross traffic,"Immediately, because the truck driver is prompting me to do that",,,,,,,
1.2.11-201-M,en,ru,You want to drive straight ahead. What should you do if the [red] truck immediately drives off on “green”?,"You should wait here and let the truck move off, giving warning signs if necessary as it appears to be turning right. (Turn signal right)",I wait and allow the truck to move off,I give a warning signal if necessary,I also drive off immediately,,,,,,,
1.2.11-202-M,en,ru,You want to drive straight ahead. Where should you position yourself in this situation?,"The truck swerves to turn right, wait until the turn is completed. Then you can drive straight ahead.",On the right behind the truck,On the left behind the truck,Directly behind the motorbike,,,,,,,
1.2.12-001,en,ru,Where is stopping prohibited?,"A ""stop"" is when a vehicle stops for less than 3 minutes for reasons unrelated to traffic without the driver getting out of the vehicle. If the driver stops for a longer time and/or leaves his vehicle, this is called parking. However, drivers are not allowed to stop everywhere so as not to endanger other road users.
Exceptions are:
- Non-stop zones
- Transitions through levels as there is a risk of collision with the train
- Narrow and incomprehensible places with a clearance width of less than 3 m
blind turns
- Hilltops
- Pedestrian crossings and the area in front of them (distance not less than 5 m), but not the area behind them.",On level crossings,On narrow sections of the road and at blind spots,Immediately behind pedestrian crossings,,,,,,,
1.2.12-002,en,ru,Where is parking prohibited?,"As soon as you stop or leave your vehicle for more than three minutes without any traffic-related reason, this is called parking. This is not allowed everywhere. You may not park in areas with stopping restrictions or parking prohibition - nor where you impede or obstruct other road users. Parking restrictions also apply to priority roads outside built-up areas. Use side strips or parking bays.",At the edge of the roadway if this would prevent others from using designated parking areas,On priority roads outside built-up areas,On priority roads within built-up areas,,,,,,,
1.2.12-103,en,ru,Where is stopping prohibited?,"You may only stop where you do not endanger other road users. This is the case, for example, if there is a hard shoulder separated from the carriageway by a continuous white line. 
You are not allowed to stop
- on marked lanes that are used for getting into the right of way
- on the carriageway if there is a hard shoulder
- at bus stops or other public transport stops
- at taxi ranks, so as not to block the access of taxis
- on motorways or motorways, not even on the hard shoulder.
Watch out for two-wheelers!","On the roadway, if there is a sufficiently wide hard shoulder on the right",Between lane dividers when direction arrows are marked on the roadway,At taxi ranks,,,,,,,
1.2.12-104,en,ru,Where is stopping prohibited?,"On and up to five meters in front of a pedestrian crossing, you must not stop because you obstruct the clear view of other drivers on pedestrians. These could then be recognized too late. After a pedestrian crossing you may stop. Waiting is allowed on manhole covers, but not parking.",On pedestrian crossings and up to 5 m before pedestrian crossings,Immediately behind pedestrian crossings,Over manholes and other road covers,,,,,,,
1.2.12-105,en,ru,Where is parking prohibited?,"You are not allowed to park at the edge of the road, where you block marked parking areas and thus hinder other road users. Parking is also prohibited in front of lowered curbs, which are for example located in front of driveways. Lowered curbs should allow wheelchair users to cross the road. Safe and therefore allowed is parking after a pedestrian crossing.",At the edge of the roadway if this would prevent others from using designated parking areas,Before sunken kerbstones,Immediately behind pedestrian crossings,,,,,,,
1.2.12-106,en,ru,Where are you allowed to park on the left in the direction of travel?,"You may only park in the direction of travel on the right-hand side of the road. This also applies if all parking spaces are on the left side. You may have to turn if allowed. The only exception are one-way streets, as they are only used in one direction of travel. If there are rails on the right, you must also park on the left, but always observe parking restrictions.",In one-way streets,Where there are rails on the right-hand side,Where parking is prohibited on the right,,,,,,,
1.2.12-107,en,ru,Who is parked?,"If the car driver deliberately stops the vehicle and stays there for more than three minutes or leaves the stopped vehicle, this is considered parking. The stopping and waiting in front of a gate is not considered parking, no matter how long it takes, because the break is due to traffic.",Anyone who stops for more than 3 minutes,Anyone who leaves his vehicle,Anyone who waits longer than 3 minutes at a closed level crossing barrier,,,,,,,
1.2.12-118,en,ru,Which vehicles are allowed to stop in the second row alongside other vehicles?,"Even with the hazard lights on, waiting in the second row is only permitted for taxis. They count to public transport. Exceptions are tolerated if you let an old or handicapped person get off or on.","Taxis, to let passengers board or alight, traffic conditions permitting","Any vehicle, provided the hazard warning lights are switched on",,,,,,,,
1.2.12-120-M,en,ru,Who has stopped wrongly?,"On the hard shoulder, the right vehicle is allowed to wait. However, it's not permitted to wait on the left of the solid line. The left vehicle stops illegally.",[The dark-coloured car],[The light-coloured car],[Both cars],,,,,,,
1.2.12-121-M,en,ru,Who is wrongly parked?,"The zigzagged line shortens or extends a waiting or parking ban. As far as there is no border marking on the road, a parking ban of up to 15 meters in front of and behind the stop sign applies. In this situation, the white car parked incorrectly because it stands on the marking. The dark car, however, parks properly.",The [white] car,The [dark-coloured] car,Neither of the two cars,,,,,,,
1.2.12-122,en,ru,When are you not allowed to park on the right-hand lane?,"In general, parking is prohibited if it could endanger other road users. Visual disability is also included. Therefore, parking is not allowed in all three situations.",If there is an adequately paved hard shoulder to the right of the road lane,If there are rails integrated into the road lane,If there is a suitable parking lane to the right of the road lane,,,,,,,
1.2.12-123-M,en,ru,What must you be aware of here?,"Never wait on the left of the lane mark. You would impede or even endanger subsequent vehicles. The side strip is designed for parking, waiting and slow vehicles. As a slow-moving driver you must use such a sufficiently wide and well-fastened strip for driving. In this case, you may drive over the thick solid line with your vehicle representing an official lane boundary.",It is not permitted to stop to the left of the boundary line of the carriageway,Slower moving vehicles must use the hard shoulder if possible,Driving across the boundary line of the carriageway is prohibited at all times,,,,,,,
1.2.12-124,en,ru,What vehicles may be parked alongside other parked cars on the roadway?,"In exceptional cases, taxis are only allowed to stop in the second row when passengers are getting on or off.",All taxis when passengers get in or out,All vehicles when they are being loaded or unloaded,All vehicles when they have their hazard lights switched on,,,,,,,
1.2.12-125,en,ru,Where is it forbidden to stop?,"You are not allowed to wait on acceleration or on deceleration lanes. Also, on lanes with directional arrows you must not stop. This does not apply to driveways in front of properties.",On merging and demerging lanes,On lanes marked with direction arrows,In front of entrances to and exits from property lots,,,,,,,
1.2.12-126-M,en,ru,Who has stopped incorrectly?,"On pedestrian crossings and five meters before, waiting is prohibited. The aim of this provision is to ensure a clear view of approaching vehicles and pedestrians who are willing to cross in this traffic situation.",The [red car],The [yellow car],Both cars,,,,,,,
1.2.12-128-M,en,ru,Where may you park here?,"In one-way streets you're only allowed to drive in one direction. If you have a side strip on the left and right, you may park both left and right.",- on the left and right-hand hard shoulders,- on the left-hand hard shoulder only,- on the right-hand hard shoulder only,,,,,,,
1.2.12-132,en,ru,Where is it forbidden to stop?,"Stopping occurs when a vehicle is stopped for less than 3 minutes for non-traffic reasons while the driver does not leave the vehicle. If the driver stops longer and/or leaves his vehicle, this is referred to as parking. You are not allowed to stop everywhere, for example so as not to endanger other road users. Fire brigade access roads and no-stopping zones, among other things, are excluded; a distinction is made here between parking and stopping. This does not apply to all one-way streets.",In front of fire service access roads,On any one-way road,In non-parking zones,,,,,,,
1.2.16-001,en,ru,What must you reckon with when you see a hazard warning light flash?,"A driver must exercise special caution when perceiving a hazard light. Drivers of a car can use this for a variety of reasons. One example are regular buses that want to allow children to get in and out. Also, when a vehicle is towed, both the towed car and the towing vehicle will turn on their hazard light. A breakdown is also indicated by pressing the warning light and coming to a stop as soon as possible on the edge of the road.",- a school bus with children alighting,- a car being towed,- a truck broken down,,,,,,,
1.2.16-002,en,ru,What should you do if you see a vehicle with its hazard lights on?,"If the hazard warning lights are switched on, there can be many reasons and causes. To be on the safe side, you should reduce your speed and drive past the vehicle with extra attention.",I reduce my speed,I ready myself for hazards occurring suddenly,I continue driving just as before,,,,,,,
1.2.16-101,en,ru,For which purposes is a horn allowed to be used outside built-up areas?,"You may announce your intention to overtake by horns or by flash light. You may also use a horn or flash light to warn other road uses and alert them of hazards. The operation of the horn as a call sign, without a specific danger situation, is not allowed.",As a warning signal,As an overtaking signal,As a calling signal,,,,,,,
1.2.16-102,en,ru,For which purposes is a horn allowed to be used in built-up areas?,"In built-up areas, the horn may only be used by the driver as a warning signal in the event of a dangerous situation. As it would be an unnecessary noise nuisance, the use of the horn for greeting purposes or to indicate that you want to overtake, is inadmissible in built-up areas. Only outside of built-up areas, you may use the horn or flash light to announce an overtaking process.",As a warning signal,As an overtaking signal,As a calling signal,,,,,,,
