questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.1.01-109,en,ru,What should you do if you start feeling tired while driving?,"Since tiredness can lead to dangerous situations during car journeys, you should plan sufficient breaks for longer journeys. During this recovery phase, a walk in the fresh air is recommended to get your circulation going again.",Take a break straightaway,Get out of the car and move around in the fresh air,Listen to stimulating music,,"Что нужно сделать, если во время вождения Вы начинаете чувствовать усталость?","Поскольку усталость во время поездки может привести к опасным ситуациям, при длительных поездках следует планировать достаточные перерывы. Во время такого отдыха рекомендуется прогулка на свежем воздухе, чтобы снова активизировать кровообращение.",Сразу сделать перерыв,Выйти из автомобиля и подвигаться на свежем воздухе,Слушать бодрящую музыку,
1.1.01-110,en,ru,How does tiredness affect your driving?,"Fatigue at the wheel increases the risk of accidents for the following reasons: concentration and attention noticeably decreases; perception is limited, reaction is significantly delayed.",Decreases alertness,Limits awareness,Delays reactions,,Как усталость влияет на Ваше вождение?,"Усталость за рулём повышает риск аварии по следующим причинам: концентрация и внимание заметно снижаются; восприятие ограничивается, реакция значительно замедляется.",Снижает внимательность,Ограничивает восприятие,Замедляет реакции,
1.1.01-111,en,ru,How could a dangerous situation arise?,"A major cause of danger in road traffic is driving too fast. This is especially true for beginners, who then easily lose control of their vehicle. Other road users are often not prepared for an unexpectedly high speed. But driving too slowly can also be a hazard, as risky overtaking manoeuvres and rear-end collisions become more frequent in this case. In addition, stationary vehicles can become a dangerous obstacle. To be seen better by other drivers, it helps to switch on your vehicle's lights even during the day.",Through vehicles at a standstill,Through failure to maintain suitable speed,By having lights turned on during day,,Как может возникнуть опасная ситуация?,"Основной причиной опасности в дорожном движении является слишком быстрая езда. Это особенно актуально для начинающих водителей, которые легко теряют контроль над транспортным средством. Другие участники движения часто не готовы к неожиданно высокой скорости. Но слишком медленная езда также может быть опасной, поскольку в этом случае чаще происходят рискованные обгоны и столкновения сзади. Кроме того, стоящие транспортные средства могут стать опасным препятствием. Чтобы другие водители лучше Вас видели, полезно включать свет автомобиля даже днём.",Из-за стоящих транспортных средств,Из-за несоблюдения подходящей скорости,Из-за включённых фар днём,
1.1.01-112,en,ru,What could cause the vehicle to leave the road?,"Drivers often drift off the road due to inattention or lack of concentration. Distractions, such as talking on a mobile phone, can also lead to such driving errors. A third cause of leaving the road is fatigue combined with microsleep.",Distraction,Inattention,Tiredness,,Что может привести к съезду транспортного средства с дороги?,"Водители часто съезжают с дороги из-за невнимательности или недостаточной концентрации. Отвлекающие факторы, например разговор по мобильному телефону, также могут привести к таким ошибкам. Третьей причиной съезда с дороги является усталость в сочетании с микросном.",Отвлечение,Невнимательность,Усталость,
1.1.01-113,en,ru,What is a frequent cause of serious accidents?,"Serious accidents often result: from risky overtaking manoeuvres and rear-end collisions due to unnecessary slow driving, from fatigue and delayed reactions, and from children acting unpredictably and rashly.",Failure to pay attention to other road traffic,Driving too close to the vehicle in front,Failure to adjust speed accordingly,,Что часто является причиной серьёзных аварий?,"Серьёзные аварии часто происходят из-за рискованных обгонов и столкновений сзади вследствие неоправданно медленной езды, из-за усталости и замедленной реакции, а также из-за непредсказуемого и необдуманного поведения детей.",Недостаточное внимание к другим участникам дорожного движения,Движение слишком близко к впереди идущему транспортному средству,Несоблюдение соответствующей скорости,
1.1.02-004,en,ru,What should you reckon with when approaching children?,"Children can always behave ill-considered and are therefore exempt from the principle of trust towards other road users. Thus, when children approach you, you must reduce your speed to be ready to brake.",Rash behaviour on the part of the children,Fast and correct reactions of the children,Proper road conduct of the children,,"С чем нужно считаться, приближаясь к детям?","Дети всегда могут действовать необдуманно, поэтому принцип доверия к другим участникам дорожного движения к ним не применяется. Поэтому, когда дети приближаются к Вам, Вы должны снизить скорость и быть готовыми к торможению.",С необдуманным поведением детей,С быстрыми и правильными реакциями детей,С правильным поведением детей на дороге,
1.1.02-005,en,ru,What conduct must you expect of children at zebra crossings?,"Children generally do not have the necessary training to always behave according to the rules in road traffic. Therefore, it is quite conceivable that they do not know the meaning of a zebra crossing and enter the road despite approaching vehicles or suddenly run back after crossing.",They will run onto the zebra crossing without paying attention to traffic,They will turn around on the zebra crossing for no apparent reason and run back,They will wait at the curb because they always correctly judge the speed and distance of approaching vehicles,,Какого поведения детей следует ожидать на пешеходных переходах?,"У детей, как правило, нет достаточной подготовки, чтобы всегда правильно вести себя в дорожном движении. Поэтому вполне возможно, что они не знают значения пешеходного перехода и выходят на дорогу, несмотря на приближающиеся транспортные средства, или внезапно бегут обратно после перехода.","Они выбегут на пешеходный переход, не обращая внимания на движение",Они без видимой причины развернутся на пешеходном переходе и побегут обратно,"Они будут ждать у бордюра, потому что всегда правильно оценивают скорость и расстояние приближающихся транспортных средств",
1.1.02-009-B,en,ru,What must you do?,"If a child suddenly runs across the road without paying attention to the traffic, you should immediately slow down and continue driving ready to brake. Also, make sure that other children follow. It is essential to stay at walking pace to be able to stop completely if necessary.",Brake heavily immediately and remain ready to brake,Continue at the same speed because the children will certainly stop,Proceed at the same speed so as not to obstruct the traffic following behind,,Что Вы должны сделать?,"Если ребёнок внезапно выбегает на дорогу, не обращая внимания на движение, Вы должны немедленно снизить скорость и продолжать движение, будучи готовыми к торможению. Также следите за тем, не последуют ли другие дети. Необходимо двигаться со скоростью пешехода, чтобы при необходимости полностью остановиться.",Немедленно резко затормозить и оставаться готовым к торможению,"Продолжать движение с той же скоростью, потому что дети наверняка остановятся","Продолжать движение с той же скоростью, чтобы не мешать движению позади",
1.1.02-022,en,ru,What do you have to reckon with when children are waiting at traffic lights?,"Due to a lack of life experience as well as insufficient education, children do not always behave according to the rules in road traffic and, for example, get into the lane during a scuffle. Furthermore, you must expect children to suddenly run across the road, even if the traffic lights are still red or the lights of the cross-traffic are just changing.",- will already start running when the traffic lights in my driving direction change from green to amber,- will also start running when the light is red because they cannot wait since it's taking them too long,- will push each other onto the roadway,,"С чем нужно считаться, когда дети ждут у светофора?","Из-за недостатка жизненного опыта и недостаточного обучения дети не всегда ведут себя по правилам в дорожном движении и, например, во время толкотни могут выйти на проезжую часть. Кроме того, нужно ожидать, что дети внезапно побегут через дорогу, даже если для них ещё горит красный свет или свет для поперечного движения только меняется.","- они могут начать бежать уже тогда, когда светофор в моём направлении меняется с зелёного на жёлтый","- они могут начать бежать и на красный свет, потому что не могут ждать, если это занимает слишком много времени",- они могут вытолкнуть друг друга на проезжую часть,
1.1.02-023,en,ru,A group of children are cycling on a cycle path that ends. What do you have to reckon with?,"Children in particular, who are generally not overly familiar with traffic rules, tend to make unpredictable manoeuvres. Therefore, especially at the end of a cycle path, you should be aware that the young road users could drive onto the road without warning. Furthermore, it often happens that children ride in groups next to each other and thus partially swerve into your lane.",- will move onto the roadway without paying attention,- will move too far onto the roadway,- will get off their bicycles and wait until the roadway is clear,,"Группа детей едет на велосипедах по велосипедной дорожке, которая заканчивается. С чем нужно считаться?","Именно дети, которые обычно ещё недостаточно хорошо знакомы с правилами дорожного движения, склонны к непредсказуемым манёврам. Поэтому особенно в конце велосипедной дорожки нужно учитывать, что юные участники движения могут без предупреждения выехать на проезжую часть. Кроме того, часто бывает, что дети едут группой рядом друг с другом и поэтому частично выезжают на Вашу полосу.","- они выедут на проезжую часть, не обращая внимания",- они слишком далеко выедут на проезжую часть,"- они слезут с велосипедов и подождут, пока проезжая часть освободится",
