questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.7.01-145,en,uz,With which driving task can the lane keep assist system with steering override help the driver?,"If the lane markings are good, Lane Keeping Assist with steering intervention can help you to keep the vehicle on the lane when driving straight ahead.
When turning, you cross lanes and markings; the lane departure warning system cannot intervene to support you here. When overtaking, you signal to the lane departure warning system by flashing that you are crossing the lane markings intentionally. Thus, it does not intervene during the overtaking process.",When driving in a straight line,When turning,When overtaking,,Rulga aralashuvchi yo‘lakni saqlash tizimi haydovchiga qaysi haydash vazifasida yordam beradi?,"Yo‘l chiziqlari yaxshi bo‘lsa, tizim to‘g‘ri yo‘nalishda harakatlanganda transport vositasini yo‘lakda ushlashga yordam beradi. Burilish yoki quvib o‘tishda u odatda yordam bermaydi.",To‘g‘ri yo‘nalishda haydashda,Burilishda,Quvib o‘tishda,
2.7.01-146,en,uz,What can negatively affect the functioning of the lane keep assist system?,"If the lane markings are in a poor condition, the lane keeping assistant cannot recognise where the lane to be maintained is. Due to additional lane markings in construction areas, it is not obvious which is the lane to be kept to.
Weather conditions can affect the sensors of the lane departure warning system. In addition, water or snow can distort the markings.",The weather conditions,The condition of the road markings,Additional road markings within a roadworks site,,Yo‘lakni saqlash tizimi ishlashiga nima salbiy ta’sir qilishi mumkin?,"Yomon yo‘l chiziqlari, qurilish joyidagi qo‘shimcha chiziqlar va ob-havo sharoiti tizim sensorlari va yo‘lakni aniqlashga salbiy ta’sir qilishi mumkin.",Ob-havo sharoiti,Yo‘l chiziqlarining holati,Qurilish joyidagi qo‘shimcha yo‘l chiziqlari,
2.7.01-147,en,uz,Under what conditions will the lane keep assist system with steering override function optimally?,"The lane keeping assistant works best with clear lane markings. 
Poor or additional markings in roadworks will not allow the lane departure warning system to intervene, as it will most likely not be detected correctly.
Weather conditions can affect the sensors of the lane departure warning system. In addition, snow can distort the markings.",Where there are clear road markings,Where there are patches of snow on the road surface,Where there are additional roadworks markings,,Rulga aralashuvchi yo‘lakni saqlash tizimi qaysi sharoitlarda optimal ishlaydi?,"Tizim aniq ko‘rinadigan yo‘l chiziqlari bo‘lganda eng yaxshi ishlaydi. Qor, yomon yoki qo‘shimcha qurilish chiziqlari tizim ishlashini yomonlashtiradi.",Aniq yo‘l chiziqlari bo‘lgan joyda,Yo‘l yuzasida qor parchalari bo‘lgan joyda,Qo‘shimcha qurilish chiziqlari bo‘lgan joyda,
2.7.01-148,en,uz,What driver assistance system offers a high degree of road safety potential?,"The Autonomous Emergency Brake Assist constantly detects the traffic in front of the vehicle. If a hazard is imminent, the Emergency Brake Assist can carry out an emergency braking manoeuvre. 
Braking too late or too timidly are often causes of traffic accidents. Brake assistants usually react faster than humans and thus offer more safety.",The brake assist,The autonomous emergency brake,The cruise control system,,Qaysi haydovchiga yordam tizimi yo‘l xavfsizligini oshirishda katta salohiyatga ega?,"Favqulodda tormoz yordamchisi oldindagi harakatni kuzatib, xavf bo‘lsa tezroq reaksiya qiladi va favqulodda tormozlashni amalga oshirishi mumkin.",Tormoz yordamchisi,Avtonom favqulodda tormoz tizimi,Kruiz nazorat tizimi,
2.7.01-149,en,uz,How can driver assistance systems help you?,"In critical traffic situations, driver assistance systems can react quickly and intervene automatically by steering or braking etc..
If danger is imminent, they can warn you with light, sound and haptic signals. Driver assistance systems can also help you with driving tasks, such as keeping in lane.",- warn me of danger,- help me perform driving tasks,- intervene automatically in critical road traffic situations,,Haydovchiga yordam tizimlari sizga qanday yordam berishi mumkin?,"Ular xavf haqida ogohlantirishi, haydash vazifalarida yordam berishi va muhim vaziyatlarda rul yoki tormoz orqali avtomatik aralashishi mumkin.",- xavf haqida ogohlantiradi,- haydash vazifalarini bajarishda yordam beradi,- muhim yo‘l vaziyatlarida avtomatik aralashadi,
2.7.01-150,en,uz,What can result if you accelerate too hard when driving a front-wheel drive car through a road bend?,"If you give a front-wheel drive car too much gas in a bend, it can swerve over the front axle. The front tyres lose their grip on the road and your vehicle can no longer be steered, but continues straight ahead and breaks away.",- The front of the car can swerve,- Steerability can be reduced,- The rear of the car can swerve,,"Old yuritmali avtomobilda burilishdan o‘tayotganda juda kuchli tezlashsangiz, nima bo‘lishi mumkin?","Old yuritmali avtomobilda burilishda ortiqcha gaz berilsa, old shinalar ilashishni yo‘qotib, old qism tashqariga chiqishi va rul boshqaruvchanligi kamayishi mumkin.",- avtomobilning old qismi tashqariga chiqishi mumkin,- rul boshqaruvchanligi kamayishi mumkin,- avtomobilning orqa qismi tashqariga chiqishi mumkin,
2.7.01-151,en,uz,Under what conditions can an active lane change assist system perform a lane change?,"The Active Lane Change Assistant only performs a lane change when it cannot detect any vehicle in the relevant safety zone. For an active lane change, the assistant must first detect a marked lane with several lanes.",- has detected an adequately marked carriageway with multiple lanes,- has not detected any vehicles in the relevant safety zone,- has detected a sufficiently large gap in the oncoming traffic,,Faol yo‘lak almashtirish yordamchisi qaysi sharoitlarda yo‘lakni almashtirishi mumkin?,"Tizim faqat bir nechta yo‘lakli, yaxshi belgilangan qatnov qismini aniqlasa va tegishli xavfsizlik zonasida transport vositasi aniqlanmasa yo‘lak almashtirishi mumkin.",- bir nechta yo‘lakli yetarlicha belgilangan qatnov qismini aniqlagan bo‘lsa,- tegishli xavfsizlik zonasida transport vositasi aniqlamagan bo‘lsa,- qarama-qarshi transportda yetarlicha katta bo‘shliq aniqlagan bo‘lsa,
2.7.01-152,en,uz,Your motor vehicle is equipped with an active lane keep assist system. What information can be indicated by the status display of this system?,"The system must be able to display when it is switched on, switched off or has a malfunction, as this is important for the driver.",- is activated,- is deactivated,- has a fault,,Transport vositangiz faol yo‘lakni saqlash tizimi bilan jihozlangan. Bu tizim status ko‘rsatkichi qanday ma’lumotlarni ko‘rsatishi mumkin?,"Tizim yoqilgan, o‘chirilgan yoki nosozligini haydovchiga ko‘rsatishi kerak.",- faol,- o‘chirilgan,- nosozlik bor,
2.7.01-153,en,uz,Your motor vehicle is equipped with a lane keep assist system. In what situation can this system help you?,Lane Keeping Assist helps you stay in lane. It warns you if you unintentionally leave the lane.,- I depart from my lane unintentionally,- the maximum permissible speed is exceeded,- the vehicle is driving too quickly over ruts in the road,,Transport vositangiz yo‘lakni saqlash tizimi bilan jihozlangan. Bu tizim qaysi vaziyatda yordam beradi?,Yo‘lakni saqlash tizimi bexosdan yo‘lakdan chiqib ketganingizda ogohlantiradi va yo‘lakda qolishga yordam beradi.,- men bexosdan o‘z yo‘lagimdan chiqib ketsam,- maksimal ruxsat etilgan tezlik oshirilsa,- transport vositasi yo‘l izlaridan juda tez o‘tsa,
2.7.01-154,en,uz,You have the lane keep assist system activated in your motor vehicle. It emits a warning signal while you are driving. What could be the cause of this?,"Lane Keeping Assist warns you if you unintentionally leave your lane. If you forget to indicate when changing lanes, Lane Keeping Assist recognizes this as unintentionally leaving your lane and warns you.",I forgot to switch on my indicator when changing lane,I have unintentionally departed from my lane,I undercut the minimum distance between me and the vehicle ahead,,Transport vositangizda yo‘lakni saqlash tizimi yoqilgan. Haydash paytida ogohlantirish signali berdi. Bunga nima sabab bo‘lishi mumkin?,"Yo‘lakni saqlash tizimi bexosdan yo‘lakdan chiqishda ogohlantiradi. Yo‘lak almashtirishda burilish ko‘rsatkichini yoqmasangiz, tizim buni bexosdan chiqish deb qabul qilishi mumkin.",Yo‘lak almashtirganda burilish ko‘rsatkichini yoqishni unutdim,Men bexosdan o‘z yo‘lagimdan chiqib ketdim,Oldindagi transport vositasigacha minimal masofani kamaytirdim,
2.7.01-155,en,uz,You are using your motor vehicle’s lane keep assist system while driving. The system does not respond when you depart from the lane. What could be the cause of this?,"Due to missing lane markings, insufficient road illumination and heavy precipitation, the sensors of the lane departure warning system are impaired, which means that the lane is not reliably detected.",Inadequate road illumination,Heavy precipitation,A lack of lane markings,,Haydash paytida yo‘lakni saqlash tizimidan foydalanyapsiz. Yo‘lakdan chiqqaningizda tizim javob bermadi. Bunga nima sabab bo‘lishi mumkin?,"Yo‘l chiziqlari yo‘qligi, yo‘l yoritilishi yetarli emasligi yoki kuchli yog‘ingarchilik tizim sensorlarini cheklab, yo‘lakni ishonchli aniqlashga xalaqit beradi.",Yo‘l yoritilishi yetarli emas,Kuchli yog‘ingarchilik,Yo‘l chiziqlari yo‘q,
2.7.01-156,en,uz,"Your motor vehicle is equipped with a lane change assist system without steering intervention. While driving, the warning light flashes on the left-hand exterior rear-view mirror. What is this warning light indicating?","If there is a vehicle in the monitoring area, this is signaled by the warning lamp lighting up on the exterior mirror.",Another vehicle is located within the monitored area,You may not now perform a lane change to the left,You can now perform a lane change to the left without any risk,,Transport vositangiz rulga aralashmaydigan yo‘lak almashtirish yordamchisi bilan jihozlangan. Haydash paytida chap tashqi ko‘zgudagi ogohlantirish chirog‘i yonib-o‘chmoqda. Bu nimani bildiradi?,"Monitoring hududida boshqa transport vositasi bo‘lsa, tashqi ko‘zgudagi ogohlantirish chirog‘i signal beradi.",Monitoring qilinayotgan hududda boshqa transport vositasi bor,Hozir chapga yo‘lak almashtirish mumkin emas,Hozir chapga xavfsiz yo‘lak almashtirish mumkin,
2.7.01-157,en,uz,"While driving, you are using your motor vehicle’s active lane keep assist system. How can you manually override this driver assist system in the event that it intervenes?",Countersteering and activating the indicator overrides the intervention of Lane Keeping Assist.,By counter-steering,By activating the indicator,By accelerating,,Haydash paytida faol yo‘lakni saqlash tizimidan foydalanyapsiz. Tizim aralashganda uni qo‘lda qanday bekor qilishingiz mumkin?,Qarshi rul berish yoki burilish ko‘rsatkichini yoqish tizim aralashuvini bekor qilishi mumkin.,Qarshi rul berish orqali,Burilish ko‘rsatkichini yoqish orqali,Tezlashish orqali,
2.7.01-158,en,uz,In which situation is it purposeful to use an active lane change assist system?,"On motorways or motorway-like roads, the lane markings are clearly visible and the lanes are usually straight. This is where Active Lane Change Assist comes in handy.",- motorways,- motorway-like roads,- roads without markings,,Faol yo‘lak almashtirish yordamchisidan qaysi vaziyatda foydalanish maqsadga muvofiq?,"Faol yo‘lak almashtirish yordamchisi avtomagistral va avtomagistralga o‘xshash yo‘llarda, yo‘l chiziqlari aniq bo‘lganda maqsadga muvofiq.",- avtomagistrallarda,- avtomagistralga o‘xshash yo‘llarda,- chiziqsiz yo‘llarda,
2.7.01-159,en,uz,You want to overtake and you have initiated a lane change using the active lane change assist system. What is correct?,"The Active Lane Change Assistant can change lanes automatically after initiation. However, you must always monitor this, as e.g. safety distances are not always maintained automatically.",The systems independently performs the lane change,I have to monitor the lane change,The system always maintains all safety distances independently,,Quvib o‘tmoqchisiz va faol yo‘lak almashtirish yordamchisi orqali yo‘lak almashtirishni boshladingiz. Nima to‘g‘ri?,"Tizim yo‘lak almashtirishni mustaqil bajarishi mumkin, lekin siz jarayonni doimo kuzatishingiz kerak. Xavfsiz masofalar har doim avtomatik saqlanadi deb bo‘lmaydi.",Tizim yo‘lak almashtirishni mustaqil bajaradi,Yo‘lak almashtirishni kuzatib turishim kerak,Tizim barcha xavfsiz masofalarni har doim mustaqil saqlaydi,
2.7.01-160,en,uz,Which driver assistance systems do you have to manually activate to assist you in specific situations?,"The active parking assistant and the adaptive cruise control system do not count as safety-relevant assistants. Therefore, you can activate them manually.",The active park assist,The adaptive cruise control (ACC),The emergency brake assist,,Qaysi haydovchiga yordam tizimlarini muayyan vaziyatlarda yordam berishi uchun qo‘lda faollashtirish kerak?,Faol parkovka yordamchisi va moslashuvchan kruiz nazorati odatda haydovchi tomonidan qo‘lda faollashtiriladi. Favqulodda tormoz yordamchisi xavfsizlik tizimi sifatida odatda doimiy tayyor bo‘ladi.,Faol parkovka yordamchisi,Moslashuvchan kruiz nazorati (ACC),Favqulodda tormoz yordamchisi,
2.7.01-161,en,uz,"You want to transport furniture in the van shown here (up to 3.5 t). Compared to driving a car, what do you have to be aware of?","A van is much higher, longer and wider than a normal car. Therefore, you should always pay attention to the signage of the passage height. You should also make sure that you adjust your speed in curves, as vans could overturn more easily. In addition, the side wind attacks an even larger area, which significantly increases the risk of being pressed out of the lane.",- can roll over more easily when cornering,- requires special attention regarding vertical clearances,- is vulnerable to sidewinds,,"Ko‘rsatilgan furgonda 3,5 t gacha mebel tashimoqchisiz. Yengil avtomobilga nisbatan nimani yodda tutishingiz kerak?","Furgon odatiy avtomobildan balandroq, uzunroq va kengroq. U burilishlarda osonroq ag‘darilishi, balandlik cheklovlariga alohida e’tibor talab qilishi va yon shamolga sezgir bo‘lishi mumkin.",- burilishlarda osonroq ag‘darilishi mumkin,- balandlik cheklovlariga alohida e’tibor talab qiladi,- yon shamolga sezgir,
2.7.01-162,en,uz,How does the active park assist help you when parking?,"The active park assistant must be activated manually by you. After activating the assistant, the system supports you in finding a suitable parking space.",- detects sufficiently large parking spaces,- detects all obstacles during the parking manoeuvre,- checks if parking is permissible at a particular place,,Faol parkovka yordamchisi parkovka qilishda qanday yordam beradi?,"Faol parkovka yordamchisi qo‘lda faollashtiriladi va mos, yetarlicha katta parkovka joylarini aniqlashda yordam beradi. U barcha to‘siqlarni aniqlashi yoki parkovka ruxsat etilganini tekshirishi kafolatlanmaydi.",- yetarlicha katta parkovka joylarini aniqlaydi,- parkovka manevri paytida barcha to‘siqlarni aniqlaydi,- ma’lum joyda parkovka qilish ruxsat etilganligini tekshiradi,
2.7.01-163,en,uz,Why might a turn assist system not always detect that a cyclist is present?,"A turning assistant can work incorrectly due to various circumstances. So it is possible that a cyclist or a pedestrian is not recognized by the system if there are obstacles between you and the cyclist. For example, such can be parked vehicles or trees on the side of the road. Likewise, the pollution or damage to the sensor can easily be the reason for an incorrect function.",There is dirt on the sensor,Parking cars conceal the cyclist,The sensor is damaged,,Nega burilish yordamchisi velosipedchi borligini har doim aniqlamasligi mumkin?,"Sensor iflos yoki shikastlangan bo‘lsa yoki parkovka qilingan avtomobillar velosipedchini to‘sib tursa, burilish yordamchisi velosipedchini aniqlamasligi mumkin.",Sensorda kir bor,Parkovka qilingan avtomobillar velosipedchini to‘sib turibdi,Sensor shikastlangan,
2.7.01-164,en,uz,What must you note when using the active park assist?,"After activating the active park assistant, the system supports you in finding and parking a suitable parking space. Nevertheless, you still have to observe the traffic and intervene manually when the dangers arise.",- must be overridden if hazards exist,- means I no longer have to pay attention to other road traffic,- reliably detects all obstacles during the parking manoeuvre,,Faol parkovka yordamchisidan foydalanganda nimani yodda tutishingiz kerak?,"Tizim parkovka joyini topish va parkovka qilishda yordam beradi, lekin siz baribir harakatni kuzatishingiz va xavf tug‘ilganda tizimni qo‘lda bekor qilishingiz kerak.","- xavf mavjud bo‘lsa, qo‘lda bekor qilinishi kerak",- boshqa yo‘l harakatiga e’tibor berishim shart emas degani,- parkovka manevri paytida barcha to‘siqlarni ishonchli aniqlaydi,
2.7.01-165,en,uz,You are driving an electric vehicle. When can recuperation inhibit the braking action?,"By recuperation, the engine of the electric vehicle works like a generator when braking. The braking therefore generates electricity and automatically loads the car battery. So if the battery of the electric vehicle is already fully charged, the vehicle cannot regain the energy and the braking effect through recuperation may not be available. Instead, the vehicle has to fall back on conventional brakes. The recuperation can also be reduced or deactivated if the battery is too cold. This can reduce the braking effect through recuperation.",- with a fully charged battery,- at less than the battery’s operating temperature,- in eco mode,,Elektr transport vositasini haydayapsiz. Rekuperatsiya qachon tormoz ta’sirini cheklashi mumkin?,"Rekuperatsiyada tormozlash energiyasi batareyaga qaytariladi. Batareya to‘liq zaryadlangan yoki ish haroratidan past bo‘lsa, rekuperatsiya kamayishi yoki mavjud bo‘lmasligi mumkin.",- batareya to‘liq zaryadlangan bo‘lsa,- batareya ish haroratidan past bo‘lsa,- eco rejimda,
2.7.01-166,en,uz,Your vehicle is equipped with a hill-start assist. What benefit does this assist system provide?,"The hill assist can make it easier for you to start off on a hill by releasing the brakes, thus preventing unintentional rolling back.",- prevent my vehicle from rolling backwards unintentionally,- assume control of releasing the brakes,- drive all wheels simultaneously,,Transport vositangiz tepalikda qo‘zg‘alish yordamchisi bilan jihozlangan. Bu tizim qanday foyda beradi?,"Tepalikda qo‘zg‘alish yordamchisi tormozlarni nazoratli bo‘shatib, transport vositasining bexosdan orqaga dumalab ketishini oldini olishga yordam beradi.",- transport vositamning bexosdan orqaga dumalab ketishini oldini oladi,- tormozlarni bo‘shatishni o‘z zimmasiga oladi,- barcha g‘ildiraklarni bir vaqtda harakatlantiradi,
2.7.01-167,en,uz,What applies when using driver assistance systems for longitudinal and lateral control of your vehicle?,"Before using the driver assistance system, you should understand the system's limitations. This way you know exactly which dangerous situations and malfunctions you need to pay more attention to. 
If you notice a driver assistance system malfunction, you should oversteer as quickly as possible. Through targeted oversteering, any errors in the driver assistance system during longitudinal and lateral guidance can be responded to manually. Oversteering can usually be triggered by gently pressing the accelerator and brake or by carefully counter-steering.",I need to know the system limits of the driver assistance system,I must override the driver assistance system immediately in the event of a malfunction,"When I am tired, I can let the driver assistance system take care of longitudinal and lateral control",,Transport vositangizning bo‘ylama va yonlama boshqaruvi uchun haydovchiga yordam tizimlaridan foydalanganda nima amal qiladi?,"Tizim cheklovlarini bilishingiz kerak. Nosozlik yoki xavf yuzaga kelsa, tizimni darhol qo‘lda bekor qilib, boshqaruvni o‘z qo‘lingizga olishingiz kerak. Charchoqda tizimga suyanish mumkin emas.",Haydovchiga yordam tizimining chegaralarini bilishim kerak,"Nosozlik yuz bersa, tizimni darhol qo‘lda bekor qilishim kerak","Charchagan bo‘lsam, bo‘ylama va yonlama boshqaruvni tizimga topshirishim mumkin",
2.7.01-202,en,uz,What must you be prepared for when driving a partly loaded tank truck?,"When a tank vehicle that you drive with partially loaded chambers, you need to adjust to increased risk of skidding and increased danger of tilting in curves.",A great danger of tipping over when taking bends,A great danger of skidding,Heavy steering when driving down slopes,,Qisman yuklangan sisterna yuk mashinasini boshqarganda nimaga tayyor bo‘lishingiz kerak?,Qisman to‘ldirilgan sisternada suyuqlik siljishi mumkin. Bu burilishlarda ag‘darilish xavfini va sirpanish xavfini oshiradi.,Burilishlarda ag‘darilish xavfi katta,Sirpanish xavfi katta,Pastlikdan tushayotganda rul og‘irlashadi,
2.7.01-204,en,uz,How can you avoid excessive wear of the service brakes on a long downhill slope?,"By timely switch back, you can conserve avoid heating the service brake. The use of the retarder is also helpful. The parking brake, however, is not right.",Change gears down in time,Apply the retarders,Apply the parking brake,,Uzoq pastlikda xizmat tormozlarining haddan tashqari yeyilishidan qanday qochish mumkin?,Vaqtida past uzatmaga o‘tish va retarder/permanent tormozdan foydalanish xizmat tormozlarini asraydi. Parkovka tormozidan foydalanish to‘g‘ri emas.,Vaqtida past uzatmaga o‘tish,Retarderlardan foydalanish,Parkovka tormozini qo‘llash,
2.7.01-205,en,uz,"You are driving downhill in a fully loaded bus and have underestimated the slope. Despite retarders being engaged, the speed increases appreciably. What must you do?",Coming soon...,Engage the service brakes to be able to change down gear,Release the retarders and regulate speed with the service brakes only,,,To‘liq yuklangan avtobusda pastlikdan tushyapsiz va qiyalikni yetarlicha baholamadingiz. Retarder yoqilgan bo‘lsa ham tezlik sezilarli oshmoqda. Nima qilishingiz kerak?,"Xizmat tormozlari bilan tormozlab, pastroq uzatmaga o‘tish imkonini yarating. Faqat xizmat tormozlari bilan tezlikni boshqarishga o‘tish to‘g‘ri emas.",Past uzatmaga o‘tish uchun xizmat tormozlarini ishga tushirish,"Retarderni o‘chirib, tezlikni faqat xizmat tormozlari bilan boshqarish",,
