questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.7.01-145,en,uz,With which driving task can the lane keep assist system with steering override help the driver?,"If the lane markings are good, Lane Keeping Assist with steering intervention can help you to keep the vehicle on the lane when driving straight ahead.
When turning, you cross lanes and markings; the lane departure warning system cannot intervene to support you here. When overtaking, you signal to the lane departure warning system by flashing that you are crossing the lane markings intentionally. Thus, it does not intervene during the overtaking process.",When driving in a straight line,When turning,When overtaking,,,,,,,
2.7.01-146,en,uz,What can negatively affect the functioning of the lane keep assist system?,"If the lane markings are in a poor condition, the lane keeping assistant cannot recognise where the lane to be maintained is. Due to additional lane markings in construction areas, it is not obvious which is the lane to be kept to.
Weather conditions can affect the sensors of the lane departure warning system. In addition, water or snow can distort the markings.",The weather conditions,The condition of the road markings,Additional road markings within a roadworks site,,,,,,,
2.7.01-147,en,uz,Under what conditions will the lane keep assist system with steering override function optimally?,"The lane keeping assistant works best with clear lane markings. 
Poor or additional markings in roadworks will not allow the lane departure warning system to intervene, as it will most likely not be detected correctly.
Weather conditions can affect the sensors of the lane departure warning system. In addition, snow can distort the markings.",Where there are clear road markings,Where there are patches of snow on the road surface,Where there are additional roadworks markings,,,,,,,
2.7.01-148,en,uz,What driver assistance system offers a high degree of road safety potential?,"The Autonomous Emergency Brake Assist constantly detects the traffic in front of the vehicle. If a hazard is imminent, the Emergency Brake Assist can carry out an emergency braking manoeuvre. 
Braking too late or too timidly are often causes of traffic accidents. Brake assistants usually react faster than humans and thus offer more safety.",The brake assist,The autonomous emergency brake,The cruise control system,,,,,,,
2.7.01-149,en,uz,How can driver assistance systems help you?,"In critical traffic situations, driver assistance systems can react quickly and intervene automatically by steering or braking etc..
If danger is imminent, they can warn you with light, sound and haptic signals. Driver assistance systems can also help you with driving tasks, such as keeping in lane.",- warn me of danger,- help me perform driving tasks,- intervene automatically in critical road traffic situations,,,,,,,
2.7.01-150,en,uz,What can result if you accelerate too hard when driving a front-wheel drive car through a road bend?,"If you give a front-wheel drive car too much gas in a bend, it can swerve over the front axle. The front tyres lose their grip on the road and your vehicle can no longer be steered, but continues straight ahead and breaks away.",- The front of the car can swerve,- Steerability can be reduced,- The rear of the car can swerve,,,,,,,
2.7.01-151,en,uz,Under what conditions can an active lane change assist system perform a lane change?,"The Active Lane Change Assistant only performs a lane change when it cannot detect any vehicle in the relevant safety zone. For an active lane change, the assistant must first detect a marked lane with several lanes.",- has detected an adequately marked carriageway with multiple lanes,- has not detected any vehicles in the relevant safety zone,- has detected a sufficiently large gap in the oncoming traffic,,,,,,,
2.7.01-152,en,uz,Your motor vehicle is equipped with an active lane keep assist system. What information can be indicated by the status display of this system?,"The system must be able to display when it is switched on, switched off or has a malfunction, as this is important for the driver.",- is activated,- is deactivated,- has a fault,,,,,,,
2.7.01-153,en,uz,Your motor vehicle is equipped with a lane keep assist system. In what situation can this system help you?,Lane Keeping Assist helps you stay in lane. It warns you if you unintentionally leave the lane.,- I depart from my lane unintentionally,- the maximum permissible speed is exceeded,- the vehicle is driving too quickly over ruts in the road,,,,,,,
2.7.01-154,en,uz,You have the lane keep assist system activated in your motor vehicle. It emits a warning signal while you are driving. What could be the cause of this?,"Lane Keeping Assist warns you if you unintentionally leave your lane. If you forget to indicate when changing lanes, Lane Keeping Assist recognizes this as unintentionally leaving your lane and warns you.",I forgot to switch on my indicator when changing lane,I have unintentionally departed from my lane,I undercut the minimum distance between me and the vehicle ahead,,,,,,,
2.7.01-155,en,uz,You are using your motor vehicle’s lane keep assist system while driving. The system does not respond when you depart from the lane. What could be the cause of this?,"Due to missing lane markings, insufficient road illumination and heavy precipitation, the sensors of the lane departure warning system are impaired, which means that the lane is not reliably detected.",Inadequate road illumination,Heavy precipitation,A lack of lane markings,,,,,,,
2.7.01-156,en,uz,"Your motor vehicle is equipped with a lane change assist system without steering intervention. While driving, the warning light flashes on the left-hand exterior rear-view mirror. What is this warning light indicating?","If there is a vehicle in the monitoring area, this is signaled by the warning lamp lighting up on the exterior mirror.",Another vehicle is located within the monitored area,You may not now perform a lane change to the left,You can now perform a lane change to the left without any risk,,,,,,,
2.7.01-157,en,uz,"While driving, you are using your motor vehicle’s active lane keep assist system. How can you manually override this driver assist system in the event that it intervenes?",Countersteering and activating the indicator overrides the intervention of Lane Keeping Assist.,By counter-steering,By activating the indicator,By accelerating,,,,,,,
2.7.01-158,en,uz,In which situation is it purposeful to use an active lane change assist system?,"On motorways or motorway-like roads, the lane markings are clearly visible and the lanes are usually straight. This is where Active Lane Change Assist comes in handy.",- motorways,- motorway-like roads,- roads without markings,,,,,,,
2.7.01-159,en,uz,You want to overtake and you have initiated a lane change using the active lane change assist system. What is correct?,"The Active Lane Change Assistant can change lanes automatically after initiation. However, you must always monitor this, as e.g. safety distances are not always maintained automatically.",The systems independently performs the lane change,I have to monitor the lane change,The system always maintains all safety distances independently,,,,,,,
2.7.01-160,en,uz,Which driver assistance systems do you have to manually activate to assist you in specific situations?,"The active parking assistant and the adaptive cruise control system do not count as safety-relevant assistants. Therefore, you can activate them manually.",The active park assist,The adaptive cruise control (ACC),The emergency brake assist,,,,,,,
2.7.01-161,en,uz,"You want to transport furniture in the van shown here (up to 3.5 t). Compared to driving a car, what do you have to be aware of?","A van is much higher, longer and wider than a normal car. Therefore, you should always pay attention to the signage of the passage height. You should also make sure that you adjust your speed in curves, as vans could overturn more easily. In addition, the side wind attacks an even larger area, which significantly increases the risk of being pressed out of the lane.",- can roll over more easily when cornering,- requires special attention regarding vertical clearances,- is vulnerable to sidewinds,,,,,,,
2.7.01-162,en,uz,How does the active park assist help you when parking?,"The active park assistant must be activated manually by you. After activating the assistant, the system supports you in finding a suitable parking space.",- detects sufficiently large parking spaces,- detects all obstacles during the parking manoeuvre,- checks if parking is permissible at a particular place,,,,,,,
2.7.01-163,en,uz,Why might a turn assist system not always detect that a cyclist is present?,"A turning assistant can work incorrectly due to various circumstances. So it is possible that a cyclist or a pedestrian is not recognized by the system if there are obstacles between you and the cyclist. For example, such can be parked vehicles or trees on the side of the road. Likewise, the pollution or damage to the sensor can easily be the reason for an incorrect function.",There is dirt on the sensor,Parking cars conceal the cyclist,The sensor is damaged,,,,,,,
2.7.01-164,en,uz,What must you note when using the active park assist?,"After activating the active park assistant, the system supports you in finding and parking a suitable parking space. Nevertheless, you still have to observe the traffic and intervene manually when the dangers arise.",- must be overridden if hazards exist,- means I no longer have to pay attention to other road traffic,- reliably detects all obstacles during the parking manoeuvre,,,,,,,
2.7.01-165,en,uz,You are driving an electric vehicle. When can recuperation inhibit the braking action?,"By recuperation, the engine of the electric vehicle works like a generator when braking. The braking therefore generates electricity and automatically loads the car battery. So if the battery of the electric vehicle is already fully charged, the vehicle cannot regain the energy and the braking effect through recuperation may not be available. Instead, the vehicle has to fall back on conventional brakes. The recuperation can also be reduced or deactivated if the battery is too cold. This can reduce the braking effect through recuperation.",- with a fully charged battery,- at less than the battery’s operating temperature,- in eco mode,,,,,,,
2.7.01-166,en,uz,Your vehicle is equipped with a hill-start assist. What benefit does this assist system provide?,"The hill assist can make it easier for you to start off on a hill by releasing the brakes, thus preventing unintentional rolling back.",- prevent my vehicle from rolling backwards unintentionally,- assume control of releasing the brakes,- drive all wheels simultaneously,,,,,,,
2.7.01-167,en,uz,What applies when using driver assistance systems for longitudinal and lateral control of your vehicle?,"Before using the driver assistance system, you should understand the system's limitations. This way you know exactly which dangerous situations and malfunctions you need to pay more attention to. 
If you notice a driver assistance system malfunction, you should oversteer as quickly as possible. Through targeted oversteering, any errors in the driver assistance system during longitudinal and lateral guidance can be responded to manually. Oversteering can usually be triggered by gently pressing the accelerator and brake or by carefully counter-steering.",I need to know the system limits of the driver assistance system,I must override the driver assistance system immediately in the event of a malfunction,"When I am tired, I can let the driver assistance system take care of longitudinal and lateral control",,,,,,,
2.7.01-202,en,uz,What must you be prepared for when driving a partly loaded tank truck?,"When a tank vehicle that you drive with partially loaded chambers, you need to adjust to increased risk of skidding and increased danger of tilting in curves.",A great danger of tipping over when taking bends,A great danger of skidding,Heavy steering when driving down slopes,,,,,,,
2.7.01-204,en,uz,How can you avoid excessive wear of the service brakes on a long downhill slope?,"By timely switch back, you can conserve avoid heating the service brake. The use of the retarder is also helpful. The parking brake, however, is not right.",Change gears down in time,Apply the retarders,Apply the parking brake,,,,,,,
2.7.01-205,en,uz,"You are driving downhill in a fully loaded bus and have underestimated the slope. Despite retarders being engaged, the speed increases appreciably. What must you do?",Coming soon...,Engage the service brakes to be able to change down gear,Release the retarders and regulate speed with the service brakes only,,,,,,,,
2.7.01-206,en,uz,What must you remember when passengers are boarding and alighting?,Coming soon...,You may only activate the enabling device of automatic doors after the bus has stopped,You must watch all directly operated doors,"In the case of automatic doors, you may set off already when the indicator lamp for an open door is still lit",,,,,,,
2.7.01-207,en,uz,What must you remember when the doors of your bus are operated independently?,Coming soon...,You must regularly make sure that the squeeze protection is functioning,"For doors without squeeze protection, you must make sure that no passenger is squeezed in the doors","In the case of doors with squeeze protection, you may set off already when the indicator lamp for an open door is still lit",,,,,,,
2.7.01-208,en,uz,What must you remember in regular traffic?,Coming soon...,The destination and route signs must show the correct information,The number of the bus line must be visible on the rear of the bus,"In darkness, destination and route signs are only allowed to be lit when stopping",,,,,,,
2.7.01-209,en,uz,On which journeys are you not allowed to transport persons who are standing up?,Coming soon...,- in non-regular traffic,- in tourist traffic to holiday destinations,- in regular traffic,,,,,,,
2.7.01-211,en,uz,What must you provide for in winter?,Coming soon...,The steps must be free of snow and ice,The floor must remain slip-proof,The side windows in the passenger area must not mist over,,,,,,,
2.7.01-212,en,uz,What must you remember in the case of bus doors?,Coming soon...,The door areas must remain free while driving,You may only set off when all doors are completely closed,You may open the doors in the summer while driving if the passengers so wish,,,,,,,
2.7.01-216,en,uz,For what are you allowed to use the loudspeaker system when driving in regular traffic?,Coming soon...,To transmit traffic information from the radio,To give operational information,To entertain the passengers,,,,,,,
2.7.01-217,en,uz,What must you show passengers if requested in regular traffic?,Coming soon...,Transport rates and transport conditions,Timetable,City map with road register,,,,,,,
2.7.01-218,en,uz,When must you intervene as bus driver?,Coming soon...,- improperly use safety devices (e.g. emergency door openers),- throw objects out of the bus,- smoke in a regular bus,,,,,,,
2.7.01-219,en,uz,When must you intervene as bus driver?,Coming soon...,- annoy others by making noise,- open doors without permission,- drink refreshing beverages,,,,,,,
2.7.01-220,en,uz,Which persons may you refuse to transport?,Coming soon...,Persons who would endanger safety and order of operation,Persons who would endanger the safety of other passengers,Persons accompanied by a dog,,,,,,,
2.7.01-221,en,uz,What are you not allowed to carry on a bus?,Coming soon...,Dangerous and malodorous materials,Objects which can cause injuries to passengers,Small animals in cages,,,,,,,
2.7.01-222,en,uz,What must you remember when transporting luggage in buses?,Coming soon...,The luggage must be safely loaded,Passages and doors must remain free,Luggage may only be transported in specially marked luggage compartments,,,,,,,
2.7.01-223,en,uz,What must you remember when transporting animals in buses?,Coming soon...,They may not be transported on seats,The animals may not inconvenience passengers,Dogs may only be transported when wearing a muzzle,,,,,,,
2.7.01-225,en,uz,What must you reckon with at a bus stop when driving a school bus?,Coming soon...,- may try to board the bus while the doors are closing,- may still push into a fully loaded bus,,,,,,,,
2.7.01-226,en,uz,When must a school bus be marked with orange school bus signs?,Coming soon...,When school children are transported,Before and after transporting school children,,,,,,,,
2.7.01-227,en,uz,What must you do as driver of a school bus before leaving a bus stop?,Coming soon...,Make sure that all doors are properly closed,Make sure there is no child in front of the bus,Switch off the hazard warning lights,,,,,,,
2.7.01-228,en,uz,When must you intervene as driver of a school bus while you are driving?,Coming soon...,- enter the marked off area,- are standing on the seats,- change places,,,,,,,
2.7.01-229,en,uz,What must you remember as driver of a regular bus or school bus when approaching bus stops?,Coming soon...,- switch on the hazard warning lights when approaching certain bus stops,- slow down in good time when approaching and avoid sudden braking,- switch on the hazard warning lights when leaving all bus stops,,,,,,,
2.7.01-231,en,uz,"As driver of a regular bus, you want to leave a bus stop. What is correct?",Coming soon...,Only switch on the indicator just before setting off,Do not force your way into the flow of traffic,Switch on the hazard warning lights when joining the flow of traffic,,,,,,,
2.7.01-232,en,uz,What must you remember when you want to use the ramp or lift of a bus?,Coming soon...,The ramp may only be moved in or out when the bus is standing,The lift may only be operated when the bus is standing,Ramps and lifts may also be moved in while the bus is setting off,,,,,,,
2.7.01-236,en,uz,You are driving a bus in non-regular traffic. Passengers ask you to take a break. What must you remember?,Coming soon...,Choose a location to stop where passengers are not endangered when alighting,Breaks may only be taken at locations which have public toilets,,,,,,,,
2.7.01-238,en,uz,A motor vehicle with air brakes has not been used for several days. When may you set off at the earliest (vehicle fully loaded)?,"If your vehicle was several days, you should make sure that the pressure warning device is no more signals. The compressed air system has most likely lost air pressure while standing.",When the signals for the pressure warning device have stopped,When the spring-loaded brake releases automatically,When 3 bar reserve pressure is shown,,,,,,,
2.7.01-242,en,uz,What must you do after changing a wheel?,Wheel nuts always ask the manufacturer instructions to put on. Not too tight. tighten wheel nuts after a short drive is also correct. The workshop does not have to be informed.,Tighten the wheel nuts according to the manufacturer's instructions,Tighten the wheel nuts again after driving a short distance,Inform the garage workshop that the wheel has been changed,,,,,,,
2.7.01-247,en,uz,A vehicle with a full load has a damaged tyre on the lift axle. What can you do?,In a puncture on the lifting axle you need to perform this vehicle and the truck breakdown service call to change a wheel according to the manual. to lift the axle and continue the journey is not right.,Change the tyre according to the instruction manual for this vehicle,Call the truck breakdown service,Raise the lift axle and continue your journey,,,,,,,
2.7.01-250,en,uz,What transport of goods is excluded from the Motor Carrier Act?,In the road haulage law stipulates that industrial goods transport vehicles that do not exceed including trailers a permissible overall weight of 3.5 tonnes.,The commercial transport of goods in trucks whose permissible total mass including their trailers does not exceed 3.5 t,The commercial transport of goods in trucks with a permissible total mass of up to 7.5 t,The commercial transport of bulk goods,,,,,,,
2.7.01-251,en,uz,For which vehicles in commercial goods traffic do you need a permit?,"Permission urkunden in commercial freight must then present if for vehicles with 8 t maximum permissible weight, including trailers drive want and also for vehicles with 4 t maximum permissible weight without a trailer.",For vehicles with a permissible total mass of 8 t including trailers,For vehicles with a permissible total mass of 4 t excluding trailers,For vehicles with a permissible total mass of 3 t including trailers,,,,,,,
2.7.01-253,en,uz,Your bus is equipped with a ramp operated by external power or lift operated by external power. What must you check regularly?,Coming soon...,The safety devices (e.g. reversing device),The indicators and acoustic signal for the ramp,Whether the ramp or lift function whilst the bus is moving,,,,,,,
2.7.01-254,en,uz,Where are you not allowed to use retread tyres on 100 km/h buses?,Coming soon...,On the front axle,On all axles,On the rear axle,,,,,,,
2.7.01-255,en,uz,"What must you be careful about, when putting on a wheel?",Please pay attention to tightening the wheel nuts to the specified torque and mutual tightening the wheel nuts. The length of the ride is not decisive.,Tightening the wheel nuts with the prescribed torque,The alternative tightening of the wheel nuts,Checking the wheel nuts only after having driven 500 km,,,,,,,
2.7.01-256,en,uz,What must you be aware of when operating your motor vehicle in wintry conditions?,"To ensure safety, you must drive with winter tyres, have sufficient antifreeze and clear the steps of ice and snow.",My vehicle must be fitted with winter tyres,All entry/exit steps must be clear of snow and ice prior to use,The vehicle must be filled with a sufficient amount of windscreen antifreeze,,,,,,,
2.7.01-257,en,uz,You are driving a motor vehicle with a manual gearbox. How do you conserve the service brake when driving down a long downward slope?,Shift down to increase the engine braking effect.,I drop down the gears in plenty of time,I use the permanent brake,I use the parking brake,,,,,,,
2.7.01-258,en,uz,Why might your turn assist system emit a warning?,A turn assistant checks the area to the right of the truck for bikers and walkers when turning right and warns the driver.,A cyclist is located next to the right-side of my vehicle,I have crossed over a traffic lane boundary line,I am driving too fast while performing a turn,,,,,,,
2.7.01-259,en,uz,Your motor vehicle is equipped with a turn assist system. What function does this perform during a turning manoeuvre?,A turn assistant checks the area to the right of the truck for bikers and walkers when turning right and warns the driver.,- warns the driver of weaker road users on the passenger side,- warns the driver of obstructions on the passenger side,- can perform the complete turning manoeuvre,,,,,,,
2.7.01-260,en,uz,What can you expect if you take a truck with a heavy load and drive it around a tight bend?,"A heavily loaded truck can tip over when negotiating a tight curve, or inadequately secured cargo can slip because of centrifugal forces that are proportional to the mass of the vehicle and the cargo. These forces can destabilize the vehicle and cause it to tip over, especially if the center of gravity is high. Inadequately secured loads can slip due to these forces, further affecting the vehicle's balance and increasing the risk of accidents. Correct load securing is therefore essential to ensure the stability of the vehicle and increase road safety.",The lorry can tip over if driven too fast,Insufficiently secured cargo can slip,The lorry handles better on bends,,,,,,,
2.7.01-301,en,uz,Which facilities on a trailer are not operational when the electrical connections to the towing vehicle are interrupted or the cables are not connected?,"If the cables from the trailer are not operational because the electronic connection has been lost to the towing vehicle, the ABS is not working and lighting equipment will not work.",The automatic anti-locking device (ABS),All lighting facilities,The anti-slip device (ASR),,,,,,,
2.7.01-305,en,uz,What should you regularly check with a spare tyre carried in the vehicle?,When carried spare you should pay attention to the secure attachment and check the air pressure. Profile name is incorrect.,That it is securely in place,The tyre pressure,The profile designation,,,,,,,
2.7.01-306,en,uz,"You are driving a loaded truck on a road with gradients. Despite engaging the permanent brake, the speed increases markedly. What is the right course of action?",You should try to increase the engine braking effect of your truck for a downgrade by looking brakes on with the service brake to be able to switch back.,Continue braking using the service brake to allow you to change down gears,Disengage the permanent brake and maintain speed using the service brake only,Continue braking using the service brake to allow you to change up gears,,,,,,,
2.7.01-307,en,uz,What should be noted with a motorbike with a conventional anti-lock braking system (ABS) when braking in a bend?,"Even if your motorcycle has ABS, you should still use controlled braking as ABS is mostly made for strong braking in straight lines. In a bend, the stronger you break, the more torque you will feel which will tend to put your motorcycle from a tilted to a straight position.",You should nevertheless perform controlled braking when in a declined position,The self-righting torque is dependent on the braking force,The transmissible braking forces increase in the declined position,,,,,,,
2.7.01-308,en,uz,What can help the wobbling of a motorbike?,Wobbling increases at higher speed and if the weight is not well distributed such as more weight on the right or left side,Driving at a higher speed,One-sided weight loading,Driving at a slower speed,,,,,,,
2.7.01-309,en,uz,What can cause a motorbike to start wobbling?,Wobbling can be due to unbalanced weights (more weight to the right or left side) or wrongly fitted fairings that cause more drag to one or the other side,Wrongly fitted fairings,Unbalanced loading of side panniers,Poor fuel quality,,,,,,,
2.7.01-310,en,uz,What is the effect of the cornering characteristics of a combination vehicle (motor vehicle towing a trailer) when taking a turn?,The cornering characteristics of a vehicle combination can swing when turning and you can cut the corner.,- can jut out,- can cut the corner,- generally follows the track of the towing vehicle,,,,,,,
2.7.02-001,en,uz,You notice there is play on the handlebar bearing. What must you do?,"Having a loose handlebar with some play is dangerous and make your motorcycle more difficult to control, make sure to not have any play to guarantee your safety",Have the play eliminated,Leave the play because it is easier to move the handlebar,,,,,,,,
2.7.02-002,en,uz,"When you move the handlebar, you notice that the handlebar bearing is catching in one place. What must you do?","Having catching in your handelbar bearing makes your motorcycle more difficult to control, make sure to not have any to garantee your safety",Have the catching eliminated,Increase the play of the handlebar bearing to improve track-holding,,,,,,,,
2.7.02-003,en,uz,What can play in the handlebar bearing cause?,"Having a loose handlebar with some play is dangerous and make your motorcycle more difficult to control, make sure to not have any play to garantee your safety",It can have a negative influence on road behaviour,Road behaviour is improved,Track-holding is improved,,,,,,,
2.7.02-004,en,uz,What effect can a defective steering shock absorber have on road behaviour?,A defective steering shock absorber can cause the steering wheel to vibrate/shimmy and decrease the stability and roadworthiness of your motorcycle,A defective steering shock absorber can cause the steering wheel to shimmy,Roadworthiness can deteriorate,Roadworthiness only deteriorates at low speed,,,,,,,
2.7.02-005,en,uz,What can decisively impair road behaviour?,All three will worsen the steering of your motorcycle making it more difficult to control and drive safely,Deflected handlebar bearing,Defective steering shock absorber,Play in the handlebar bearing,,,,,,,
2.7.02-006,en,uz,You notice your motorcycle has poor track-holding. What can be the cause?,Both play in the wheel bearings and deflected back fork can cause your motorcycle to not keep its course and make handling more difficult and less safe,Too much play in the wheel bearings,Deflected backfork,,,,,,,,
2.7.02-007,en,uz,Your motorcycle no longer keeps the track. What can be defective?,A bent fork or frame can make your motorcycle not aligned which will result in difficulty to keep your course,Bent fork,Bent frame,Defective rear wheel brake,,,,,,,
2.7.02-008,en,uz,"When you throttle down without disengaging the clutch, your motorcycle no longer keeps to the track. What can be the cause of this?",Both play in the rear wheel bearing and fork bearing can cause your motorcycle to not keep its course and make handling more difficult and less safe,Too much play of the fork bearing,Too much play of the rear-wheel bearing,Idle speed too high,,,,,,,
2.7.02-010,en,uz,You notice that the lever travel of the hydraulic front wheel brake on your motorcycle has become considerably longer. What must you do?,It is a sign of a defective front wheel brake which needs to be repaired or replaced,Have the front wheel brake repaired,Only use the rear wheel brake until the next service,Fill up the brake fluid immediately,,,,,,,
2.7.02-012,en,uz,The mirror holder on your motorcycle is loose. What do you do?,You should never remove your mirror and need to fix them as they are required at all time to see the traffic behind you,Fix the mirror holder,Remove the mirror,,,,,,,,
2.7.02-015,en,uz,What can you check on your tyre?,"The driver can check on the tire whether the prescribed tread depth is present and whether the tread has a consistent wear. In addition, the age of the tire can be read off the so-called DOT number.",Uniform wear of the profile,Profile,The age of the tyre,,,,,,,
2.7.02-016,en,uz,When do you need to renew the brake pads?,The car driver must replace the brake pads on the vehicle if they are heavily contaminated by oil. Replacement is also necessary and mandatory when reaching the wear limit.,If they have become oiled,If they have reached the wear limit,If they have got wet,,,,,,,
2.7.02-017,en,uz,"Just after driving off, you test the brakes. Why?","Immediately after the start of the journey you should check the effectiveness of the service brake with a brake test for your own safety. Unlike bleeding the brake system, you can do this yourself by pressing the brake comfortably.",To check the effectiveness of the brakes,To bleed the brake system quickly,,,,,,,,
2.7.02-019,en,uz,Why does the brake fluid have to be exchanged according to the instructions of the vehicle manufacturer?,"The brake fluid also draws water from the air, so the proportion of water in the brake fluid increases over time. Too much water will cause bubbles in the brake fluid. If air bubbles get into the brake line, the braking action can completely fail.",To ensure the brake system continues to function even under higher stress,To ensure the percentage of water in the brake fluid does not reach a level which is unacceptable,To ensure the brake system does not leak,,,,,,,
2.7.02-020,en,uz,In which cases is it imperative to test the brakes?,"A brake test is always essential if a vehicle has not been moved for a long period of time or if you are taking over a vehicle from someone else. If an oil change has been made on a vehicle, this has no effect on the brake system.",When you drive a different vehicle,If a vehicle has not been used for a longer period,Each time the engine oil is changed,,,,,,,
2.7.02-021,en,uz,What do you have to check the tyres on your vehicle at regular intervals for?,"At regular intervals you should check the air pressure and tread depth of your vehicle tires. In addition, you should regularly check the tires on your vehicle for external damage.",For correct air pressure,For sufficient profile,For external damage,,,,,,,
2.7.02-022,en,uz,"If tyre pressure is too high or too low, what can this cause?","If the internal tire pressure is too high or too low, the driving behavior will deteriorate. In addition, the tire wear increases. If the tire pressure is too low, the tire heats up by flexing, while the ""soft"" tire is excessively compressed and relieved at the footprint. The consequences are an increased fuel consumption and a high rolling resistance, in addition, the driving stability decreases. If the tire pressure is too high, the tire may burst. It is important to check the tire pressure regularly and to take the information recommended by the manufacturer into account. The tire pressure has no influence on the thinking distance.",Road behaviour can deteriorate,Tyre wear can increase,Reaction distance can be longer,,,,,,,
2.7.02-023,en,uz,You hit a tyre against a hard obstacle with force. What must you do?,"Tire and wheel rim must be thoroughly checked before proceeding. Damage to the tire flanks is particularly critical. A deformed wheel rim can cause the tire to slip off the rim. A torn alloy wheel can also have dire consequences. The wheel bolts are not subjected to extraordinary strain, so they do not need to be tightened.",Have the tyres and rim checked immediately,Retighten the wheel bolts,,,,,,,,
2.7.02-024,en,uz,What happens when you drive with a tyre pressure which is far too low?,"If you drive with significantly too low tire pressure, the tire may overheat. The low air pressure decreases the driving stability, the vehicle ""floats"" on the road. A reduction in tire footprint due to concavity in the tread center increases tire wear. Too little tire pressure also increases fuel consumption.",Tyres heat up excessively,Driving stability decreases,Tyre wear decreases,,,,,,,
2.7.02-025,en,uz,What can be the cause of a rear light not to work?,"If the taillight fails, you should first check the bulb. Even a defective fuse can cause a failure. The starter, however, does not matter because it is not related to the lighting system.",Bulb is defective,Fuse has blown,Starter is defective,,,,,,,
2.7.02-026,en,uz,The control light of your indicator is blinking considerably faster than usual. What can be the cause of this?,The flashing interval of the control lamp is shortened significantly if a bulb of the turn signal is defective. A fault with the flashing light switch cannot be the cause of the faster flashing.,A bulb is defective,The direction indicator switch is defective,,,,,,,,
